ID_kod,PKWiU,CN
5978,46.16.13.0,
5979,46.17,
5980,46.17.1,
5981,46.17.11,
5982,46.17.11.0,
5983,46.17.12,
5984,46.17.12.0,
5985,46.17.13,
5986,46.17.13.0,
5987,46.18,
5988,46.18.1,
5989,46.18.11,
5990,46.18.11.0,
5991,46.18.12,
5992,46.18.12.0,
5993,46.18.19,
5994,46.18.19.0,
5995,46.19,
5996,46.19.1,
5997,46.19.10,
5998,46.19.10.0,
5999,46.2,
6000,46.21,
6001,46.21.1,
6002,46.21.11,
6003,46.21.11.0,
6004,46.21.12,
6005,46.21.12.0,
6006,46.21.13,
6007,46.21.13.0,
6008,46.21.14,
6009,46.21.14.0,
6010,46.21.19,
6011,46.21.19.0,
6012,46.21.2,
6013,46.21.20,
6014,46.21.20.0,
6015,46.22,
6016,46.22.1,
6017,46.22.10,
6018,46.22.10.0,
6019,46.23,
6020,46.23.1,
6021,46.23.10,
6022,46.23.10.0,
6023,46.24,
6024,46.24.1,
6025,46.24.10,
6026,46.24.10.0,
6027,46.3,
6028,46.31,
6029,46.31.1,
6030,46.31.11,
6031,46.31.11.0,
6032,46.31.12,
6033,46.31.12.0,
6034,46.32,
6035,46.32.1,
6036,46.32.11,
6037,46.32.11.0,
6038,46.32.12,
6039,46.32.12.0,
6040,46.33,
6041,46.33.1,
6042,46.33.11,
6043,46.33.11.0,
6044,46.33.12,
6045,46.33.12.0,
6046,46.33.13,
6047,46.33.13.0,
6048,46.34,
6049,46.34.1,
6050,46.34.11,
6051,46.34.11.0,
6052,46.34.12,
6053,46.34.12.0,
6054,46.35,
6055,46.35.1,
6056,46.35.10,
6057,46.35.10.0,
6058,46.36,
6059,46.36.1,
6060,46.36.11,
6061,46.36.11.0,
6062,46.36.12,
6063,46.36.12.0,
6064,46.36.13,
6065,46.36.13.0,
6066,46.37,
6067,46.37.1,
6068,46.37.10,
6069,46.37.10.0,
6070,46.38,
6071,46.38.1,
6072,46.38.10,
6073,46.38.10.0,
6074,46.38.2,
6075,46.38.21,
6076,46.38.21.0,
6077,46.38.29,
6078,46.38.29.0,
6079,46.39,
6080,46.39.1,
6081,46.39.11,
6082,46.39.11.0,
6083,46.39.12,
6084,46.39.12.0,
6085,46.4,
6086,46.41,
6087,46.41.1,
6088,46.41.11,
6089,46.41.11.0,
6090,46.41.12,
6091,46.41.12.0,
6092,46.41.13,
6093,46.41.13.0,
6094,46.41.14,
6095,46.41.14.0,
6096,46.42,
6097,46.42.1,
6098,46.42.11,
6099,46.42.11.0,
6100,46.42.12,
6101,46.42.12.0,
6102,46.43,
6103,46.43.1,
6104,46.43.11,
6105,46.43.11.0,
6106,46.43.12,
6107,46.43.12.0,
6108,46.43.13,
6109,46.43.13.0,
6110,46.43.14,
6111,46.43.14.0,
6112,46.44,
6113,46.44.1,
6114,46.44.11,
6115,46.44.11.0,
6116,46.44.12,
6117,46.44.12.0,
6118,46.45,
6119,46.45.1,
6120,46.45.10,
6121,46.45.10.0,
6122,46.46,
6123,46.46.1,
6124,46.46.11,
6125,46.46.11.0,
6126,46.46.12,
6127,46.46.12.0,
6128,46.47,
6129,46.47.1,
6130,46.47.11,
6131,46.47.11.0,
6132,46.47.12,
6133,46.47.12.0,
6134,46.47.13,
6135,46.47.13.0,
6136,46.48,
6137,46.48.1,
6138,46.48.10,
6139,46.48.10.0,
6140,46.49,
6141,46.49.1,
6142,46.49.11,
6143,46.49.11.0,
6144,46.49.12,
6145,46.49.12.0,
6146,46.49.19,
6147,46.49.19.0,
6148,46.49.2,
6149,46.49.21,
6150,46.49.21.0,
6151,46.49.22,
6152,46.49.22.0,
6153,46.49.23,
6154,46.49.23.0,
6155,46.49.3,
6156,46.49.31,
6157,46.49.31.0,
6158,46.49.32,
6159,46.49.32.0,
6160,46.49.33,
6161,46.49.33.0,
6162,46.49.34,
6163,46.49.34.0,
6164,46.49.35,
6165,46.49.35.0,
6166,46.49.36,
6167,46.49.36.0,
6168,46.49.39,
6169,46.49.39.0,
6170,46.5,
6171,46.51,
6172,46.51.1,
6173,46.51.10,
6174,46.51.10.0,
6175,46.52,
6176,46.52.1,
6177,46.52.11,
6178,46.52.11.0,
6179,46.52.12,
6180,46.52.12.0,
6181,46.52.13,
6182,46.52.13.0,
6183,46.6,
6184,46.61,
6185,46.61.1,
6186,46.61.11,
6187,46.61.11.0,
6188,46.61.12,
6189,46.61.12.0,
6190,46.62,
6191,46.62.1,
6192,46.62.11,
6193,46.62.11.0,
6194,46.62.12,
6195,46.62.12.0,
6196,46.62.19,
6197,46.62.19.0,
6198,46.63,
6199,46.63.1,
6200,46.63.10,
6201,46.63.10.0,
6202,46.64,
6203,46.64.1,
6204,46.64.10,
6205,46.64.10.0,
6206,46.65,
6207,46.65.1,
6208,46.65.10,
6209,46.65.10.0,
6210,46.66,
6211,46.66.1,
6212,46.66.10,
6213,46.66.10.0,
6214,46.69,
6215,46.69.1,
6216,46.69.11,
6217,46.69.11.0,
6218,46.69.12,
6219,46.69.12.0,
6220,46.69.13,
6221,46.69.13.0,
6222,46.69.14,
6223,46.69.14.0,
6224,46.69.15,
6225,46.69.15.0,
6226,46.69.16,
6227,46.69.16.0,
6228,46.69.19,
6229,46.69.19.0,
6230,46.7,
6231,46.71,
6232,46.71.1,
6233,46.71.11,
6234,46.71.11.0,
6235,46.71.12,
6236,46.71.12.0,
6237,46.71.13,
6238,46.71.13.0,
6239,46.72,
6240,46.72.1,
6241,46.72.11,
6242,46.72.11.0,
6243,46.72.12,
6244,46.72.12.0,
6245,46.72.13,
6246,46.72.13.0,
6247,46.72.14,
6248,46.72.14.0,
6249,46.73,
6250,46.73.1,
6251,46.73.11,
6252,46.73.11.0,
6253,46.73.12,
6254,46.73.12.0,
6255,46.73.13,
6256,46.73.13.0,
6257,46.73.14,
6258,46.73.14.0,
6259,46.73.15,
6260,46.73.15.0,
6261,46.73.16,
6262,46.73.16.0,
6263,46.73.17,
6264,46.73.17.0,
6265,46.73.18,
6266,46.73.18.0,
6267,46.74,
6268,46.74.1,
6269,46.74.11,
6270,46.74.11.0,
6271,46.74.12,
6272,46.74.12.0,
6273,46.74.13,
6274,46.74.13.0,
6275,46.75,
6276,46.75.1,
6277,46.75.11,
6278,46.75.11.0,
6279,46.75.12,
6280,46.75.12.0,
6281,46.76,
6282,46.76.1,
6283,46.76.11,
6284,46.76.11.0,
6285,46.76.12,
6286,46.76.12.0,
6287,46.76.13,
6288,46.76.13.0,
6289,46.76.19,
6290,46.76.19.0,
6291,46.77,
6292,46.77.1,
6293,46.77.10,
6294,46.77.10.0,
6295,46.9,
6296,46.90,
6297,46.90.1,
6298,46.90.10,
6299,46.90.10.0,
6300,47,
6301,47.0,
6302,47.00,
6303,47.00.1,
6304,47.00.11,
6305,47.00.11.0,
6306,47.00.12,
6307,47.00.12.0,
6308,47.00.13,
6309,47.00.13.0,
6310,47.00.14,
6311,47.00.14.0,
6312,47.00.15,
6313,47.00.15.0,
6314,47.00.16,
6315,47.00.16.0,
6316,47.00.17,
6317,47.00.17.0,
6318,47.00.18,
6319,47.00.18.0,
6320,47.00.19,
6321,47.00.19.0,
6322,47.00.2,
6323,47.00.21,
6324,47.00.21.0,
6325,47.00.22,
6326,47.00.22.0,
6327,47.00.23,
6328,47.00.23.0,
6329,47.00.24,
6330,47.00.24.0,
6331,47.00.25,
6332,47.00.25.0,
6333,47.00.26,
6334,47.00.26.0,
6335,47.00.27,
6336,47.00.27.0,
6337,47.00.3,
6338,47.00.31,
6339,47.00.31.0,
6340,47.00.32,
6341,47.00.32.0,
6342,47.00.33,
6343,47.00.33.0,
6344,47.00.4,
6345,47.00.41,
6346,47.00.41.0,
6347,47.00.42,
6348,47.00.42.0,
6349,47.00.43,
6350,47.00.43.0,
6351,47.00.44,
6352,47.00.44.0,
6353,47.00.45,
6354,47.00.45.0,
6355,47.00.46,
6356,47.00.46.0,
6357,47.00.47,
6358,47.00.47.0,
6359,47.00.49,
6360,47.00.49.0,
6361,47.00.5,
6362,47.00.51,
6363,47.00.51.0,
6364,47.00.52,
6365,47.00.52.0,
6366,47.00.53,
6367,47.00.53.0,
6368,47.00.54,
6369,47.00.54.0,
6370,47.00.55,
6371,47.00.55.0,
6372,47.00.56,
6373,47.00.56.0,
6374,47.00.57,
6375,47.00.57.0,
6376,47.00.58,
6377,47.00.58.0,
6378,47.00.59,
6379,47.00.59.0,
6380,47.00.6,
6381,47.00.61,
6382,47.00.61.0,
6383,47.00.62,
6384,47.00.62.0,
6385,47.00.63,
6386,47.00.63.0,
6387,47.00.64,
6388,47.00.64.0,
6389,47.00.65,
6390,47.00.65.0,
6391,47.00.66,
6392,47.00.66.0,
6393,47.00.67,
6394,47.00.67.0,
6395,47.00.68,
6396,47.00.68.0,
6397,47.00.69,
6398,47.00.69.0,
6399,47.00.7,
6400,47.00.71,
6401,47.00.71.0,
6402,47.00.72,
6403,47.00.72.0,
6404,47.00.73,
6405,47.00.73.0,
6406,47.00.74,
6407,47.00.74.0,
6408,47.00.75,
6409,47.00.75.0,
6410,47.00.76,
6411,47.00.76.0,
6412,47.00.77,
6413,47.00.77.0,
6414,47.00.78,
6415,47.00.78.0,
6416,47.00.79,
6417,47.00.79.0,
6418,47.00.8,
6419,47.00.81,
6420,47.00.81.0,
6421,47.00.82,
6422,47.00.82.0,
6423,47.00.83,
6424,47.00.83.0,
6425,47.00.84,
6426,47.00.84.0,
6427,47.00.85,
6428,47.00.85.0,
6429,47.00.86,
6430,47.00.86.0,
6431,47.00.87,
6432,47.00.87.0,
6433,47.00.88,
6434,47.00.88.0,
6435,47.00.89,
6436,47.00.89.0,
6437,47.00.9,
6438,47.00.91,
6439,47.00.91.0,
6440,47.00.92,
6441,47.00.92.0,
6442,47.00.99,
6443,47.00.99.0,
6444,H,
6445,49,
6446,49.1,
6447,49.10,
6448,49.10.1,
6449,49.10.11,
6450,49.10.11.0,
6451,49.10.19,
6452,49.10.19.0,
6453,49.2,
6454,49.20,
6455,49.20.1,
6456,49.20.11,
6457,49.20.11.0,
6458,49.20.12,
6459,49.20.12.0,
6460,49.20.13,
6461,49.20.13.0,
6462,49.20.14,
6463,49.20.14.0,
6464,49.20.15,
6465,49.20.15.0,
6466,49.20.16,
6467,49.20.16.0,
6468,49.20.19,
6469,49.20.19.0,
6470,49.3,
6471,49.31,
6472,49.31.1,
6473,49.31.10,
6474,49.31.10.0,
6475,49.31.2,
6476,49.31.21,
6477,49.31.21.0,
6478,49.31.22,
6479,49.31.22.0,
6480,49.32,
6481,49.32.1,
6482,49.32.11,
6483,49.32.11.0,
6484,49.32.12,
6485,49.32.12.0,
6486,49.39,
6487,49.39.1,
6488,49.39.11,
6489,49.39.11.0,
6490,49.39.12,
6491,49.39.12.0,
6492,49.39.13,
6493,49.39.13.0,
6494,49.39.2,
6495,49.39.20,
6496,49.39.20.0,
6497,49.39.3,
6498,49.39.31,
6499,49.39.31.0,
6500,49.39.32,
6501,49.39.32.0,
6502,49.39.33,
6503,49.39.33.0,
6504,49.39.34,
6505,49.39.34.0,
6506,49.39.35,
6507,49.39.35.0,
6508,49.39.39,
6509,49.39.39.0,
6510,49.4,
6511,49.41,
6512,49.41.1,
6513,49.41.11,
6514,49.41.11.0,
6515,49.41.12,
6516,49.41.12.0,
6517,49.41.13,
6518,49.41.13.0,
6519,49.41.14,
6520,49.41.14.0,
6521,49.41.15,
6522,49.41.15.0,
6523,49.41.16,
6524,49.41.16.0,
6525,49.41.17,
6526,49.41.17.0,
6527,49.41.18,
6528,49.41.18.0,
6529,49.41.19,
6530,49.41.19.0,
6531,49.41.2,
6532,49.41.20,
6533,49.41.20.0,
6534,49.42,
6535,49.42.1,
6536,49.42.11,
6537,49.42.11.0,
6538,49.42.19,
6539,49.42.19.0,
6540,49.5,
6541,49.50,
6542,49.50.1,
6543,49.50.11,
6544,49.50.11.0,
6545,49.50.12,
6546,49.50.12.0,
6547,49.50.19,
6548,49.50.19.0,
6549,50,
6550,50.1,
6551,50.10,
6552,50.10.1,
6553,50.10.11,
6554,50.10.11.0,
6555,50.10.12,
6556,50.10.12.0,
6557,50.10.19,
6558,50.10.19.0,
6559,50.10.2,
6560,50.10.20,
6561,50.10.20.0,
6562,50.2,
6563,50.20,
6564,50.20.1,
6565,50.20.11,
6566,50.20.11.0,
6567,50.20.12,
6568,50.20.12.0,
6569,50.20.13,
6570,50.20.13.0,
6571,50.20.14,
6572,50.20.14.0,
6573,50.20.15,
6574,50.20.15.0,
6575,50.20.19,
6576,50.20.19.1,
6577,50.20.19.9,
6578,50.20.2,
6579,50.20.21,
6580,50.20.21.0,
6581,50.20.22,
6582,50.20.22.0,
6583,50.3,
6584,50.30,
6585,50.30.1,
6586,50.30.11,
6587,50.30.11.0,
6588,50.30.12,
6589,50.30.12.0,
6590,50.30.13,
6591,50.30.13.0,
6592,50.30.19,
6593,50.30.19.0,
6594,50.30.2,
6595,50.30.20,
6596,50.30.20.0,
6597,50.4,
6598,50.40,
6599,50.40.1,
6600,50.40.11,
6601,50.40.11.0,
6602,50.40.12,
6603,50.40.12.0,
6604,50.40.13,
6605,50.40.13.0,
6606,50.40.14,
6607,50.40.14.0,
6608,50.40.19,
6609,50.40.19.0,
6610,50.40.2,
6611,50.40.21,
6612,50.40.21.0,
6613,50.40.22,
6614,50.40.22.0,
6615,51,
6616,51.1,
6617,51.10,
6618,51.10.1,
6619,51.10.11,
6620,51.10.11.0,
6621,51.10.12,
6622,51.10.12.0,
6623,51.10.13,
6624,51.10.13.0,
6625,51.10.14,
6626,51.10.14.0,
6627,51.10.15,
6628,51.10.15.0,
6629,51.10.2,
6630,51.10.20,
6631,51.10.20.0,
6632,51.2,
6633,51.21,
6634,51.21.1,
6635,51.21.11,
6636,51.21.11.0,
6637,51.21.12,
6638,51.21.12.0,
6639,51.21.13,
6640,51.21.13.0,
6641,51.21.14,
6642,51.21.14.0,
6643,51.21.2,
6644,51.21.20,
6645,51.21.20.0,
6646,51.22,
6647,51.22.1,
6648,51.22.11,
6649,51.22.11.0,
6650,51.22.12,
6651,51.22.12.0,
6652,52,
6653,52.1,
6654,52.10,
6655,52.10.1,
6656,52.10.11,
6657,52.10.11.0,
6658,52.10.12,
6659,52.10.12.0,
6660,52.10.13,
6661,52.10.13.0,
6662,52.10.19,
6663,52.10.19.0,
6664,52.2,
6665,52.21,
6666,52.21.1,
6667,52.21.11,
6668,52.21.11.0,
6669,52.21.19,
6670,52.21.19.0,
6671,52.21.2,
6672,52.21.21,
6673,52.21.21.0,
6674,52.21.22,
6675,52.21.22.0,
6676,52.21.23,
6677,52.21.23.0,
6678,52.21.24,
6679,52.21.24.0,
6680,52.21.25,
6681,52.21.25.0,
6682,52.21.29,
6683,52.21.29.0,
6684,52.21.3,
6685,52.21.30,
6686,52.21.30.0,
6687,52.22,
6688,52.22.1,
6689,52.22.11,
6690,52.22.11.0,
6691,52.22.12,
6692,52.22.12.0,
6693,52.22.13,
6694,52.22.13.0,
6695,52.22.14,
6696,52.22.14.0,
6697,52.22.15,
6698,52.22.15.0,
6699,52.22.16,
6700,52.22.16.0,
6701,52.22.19,
6702,52.22.19.0,
6703,52.23,
6704,52.23.1,
6705,52.23.11,
6706,52.23.11.0,
6707,52.23.12,
6708,52.23.12.0,
6709,52.23.19,
6710,52.23.19.0,
6711,52.23.2,
6712,52.23.20,
6713,52.23.20.0,
6714,52.24,
6715,52.24.1,
6716,52.24.11,
6717,52.24.11.0,
6718,52.24.12,
6719,52.24.12.0,
6720,52.24.13,
6721,52.24.13.0,
6722,52.24.19,
6723,52.24.19.0,
6724,52.29,
6725,52.29.1,
6726,52.29.11,
6727,52.29.11.0,
6728,52.29.12,
6729,52.29.12.0,
6730,52.29.19,
6731,52.29.19.0,
6732,52.29.2,
6733,52.29.20,
6734,52.29.20.0,
6735,53,
6736,53.1,
6737,53.10,
6738,53.10.1,
6739,53.10.11,
6740,53.10.11.0,
6741,53.10.12,
6742,53.10.12.0,
6743,53.10.13,
6744,53.10.13.0,
6745,53.10.14,
6746,53.10.14.0,
6747,53.10.19,
6748,53.10.19.0,
6749,53.2,
6750,53.20,
6751,53.20.1,
6752,53.20.11,
6753,53.20.11.0,
6754,53.20.12,
6755,53.20.12.0,
6756,53.20.19,
6757,53.20.19.0,
6758,I,
6759,55,
6760,55.1,
6761,55.10,
6762,55.10.1,
6763,55.10.10,
6764,55.10.10.0,
6765,55.2,
6766,55.20,
6767,55.20.1,
6768,55.20.11,
6769,55.20.11.0,
6770,55.20.12,
6771,55.20.12.0,
6772,55.20.19,
6773,55.20.19.0,
6774,55.3,
6775,55.30,
6776,55.30.1,
6777,55.30.11,
6778,55.30.11.0,
6779,55.30.12,
6780,55.30.12.0,
6781,55.9,
6782,55.90,
6783,55.90.1,
6784,55.90.11,
6785,55.90.11.0,
6786,55.90.12,
6787,55.90.12.0,
6788,55.90.13,
6789,55.90.13.0,
6790,55.90.19,
6791,55.90.19.0,
6792,56,
6793,56.1,
6794,56.10,
6795,56.10.1,
6796,56.10.11,
6797,56.10.11.0,
6798,56.10.12,
6799,56.10.12.0,
6800,56.10.13,
6801,56.10.13.0,
6802,56.10.19,
6803,56.10.19.0,
6804,56.2,
6805,56.21,
6806,56.21.1,
6807,56.21.11,
6808,56.21.11.0,
6809,56.21.19,
6810,56.21.19.0,
6811,56.29,
6812,56.29.1,
6813,56.29.11,
6814,56.29.11.0,
6815,56.29.19,
6816,56.29.19.0,
6817,56.29.2,
6818,56.29.20,
6819,56.29.20.0,
6820,56.3,
6821,56.30,
6822,56.30.1,
6823,56.30.10,
6824,56.30.10.0,
6825,J,
6826,58,
6827,58.1,
6828,58.11,
6829,58.11.1,
6830,58.11.11,
6831,58.11.11.0,
6832,58.11.12,
6833,58.11.12.0,
6834,58.11.13,
6835,58.11.13.0,
6836,58.11.14,
6837,58.11.14.0,
6838,58.11.15,
6839,58.11.15.0,
6840,58.11.16,
6841,58.11.16.0,
6842,58.11.19,
6843,58.11.19.0,
6844,58.11.2,
6845,58.11.20,
6846,58.11.20.0,
6847,58.11.3,
6848,58.11.30,
6849,58.11.30.0,
6850,58.11.4,
6851,58.11.41,
6852,58.11.41.0,
6853,58.11.42,
6854,58.11.42.0,
6855,58.11.5,
6856,58.11.50,
6857,58.11.50.0,
6858,58.11.6,
6859,58.11.60,
6860,58.11.60.0,
6861,58.12,
6862,58.12.1,
6863,58.12.10,
6864,58.12.10.0,
6865,58.12.2,
6866,58.12.20,
6867,58.12.20.0,
6868,58.12.3,
6869,58.12.30,
6870,58.12.30.0,
6871,58.12.4,
6872,58.12.40,
6873,58.12.40.0,
6874,58.13,
6875,58.13.1,
6876,58.13.10,
6877,58.13.10.0,
6878,58.13.2,
6879,58.13.20,
6880,58.13.20.0,
6881,58.13.3,
6882,58.13.31,
6883,58.13.31.0,
6884,58.13.32,
6885,58.13.32.0,
6886,58.14,
6887,58.14.1,
6888,58.14.11,
6889,58.14.11.0,
6890,58.14.12,
6891,58.14.12.0,
6892,58.14.19,
6893,58.14.19.0,
6894,58.14.2,
6895,58.14.20,
6896,58.14.20.0,
6897,58.14.3,
6898,58.14.31,
6899,58.14.31.0,
6900,58.14.32,
6901,58.14.32.0,
6902,58.14.4,
6903,58.14.40,
6904,58.14.40.0,
6905,58.19,
6906,58.19.1,
6907,58.19.11,
6908,58.19.11.0,
6909,58.19.12,
6910,58.19.12.0,
6911,58.19.13,
6912,58.19.13.0,
6913,58.19.14,
6914,58.19.14.0,
6915,58.19.15,
6916,58.19.15.0,
6917,58.19.19,
6918,58.19.19.0,
6919,58.19.2,
6920,58.19.21,
6921,58.19.21.0,
6922,58.19.29,
6923,58.19.29.0,
6924,58.19.3,
6925,58.19.30,
6926,58.19.30.0,
6927,58.2,
6928,58.21,
6929,58.21.1,
6930,58.21.10,
6931,58.21.10.0,
6932,58.21.2,
6933,58.21.20,
6934,58.21.20.0,
6935,58.21.3,
6936,58.21.30,
6937,58.21.30.0,
6938,58.21.4,
6939,58.21.40,
6940,58.21.40.0,
6941,58.29,
6942,58.29.1,
6943,58.29.11,
6944,58.29.11.0,
6945,58.29.12,
6946,58.29.12.0,
6947,58.29.13,
6948,58.29.13.0,
6949,58.29.14,
6950,58.29.14.0,
6951,58.29.2,
6952,58.29.21,
6953,58.29.21.0,
6954,58.29.29,
6955,58.29.29.0,
6956,58.29.3,
6957,58.29.31,
6958,58.29.31.0,
6959,58.29.32,
6960,58.29.32.0,
6961,58.29.4,
6962,58.29.40,
6963,58.29.40.0,
6964,58.29.5,
6965,58.29.50,
6966,58.29.50.0,
6967,59,
6968,59.1,
6969,59.11,
6970,59.11.1,
6971,59.11.11,
6972,59.11.11.0,
6973,59.11.12,
6974,59.11.12.0,
6975,59.11.13,
6976,59.11.13.0,
6977,59.11.2,
6978,59.11.21,
6979,59.11.21.0,
6980,59.11.22,
6981,59.11.22.0,
6982,59.11.23,
6983,59.11.23.0,
6984,59.11.24,
6985,59.11.24.0,
6986,59.11.25,
6987,59.11.25.0,
6988,59.11.3,
6989,59.11.30,
6990,59.11.30.0,
6991,59.12,
6992,59.12.1,
6993,59.12.11,
6994,59.12.11.0,
6995,59.12.12,
6996,59.12.12.0,
6997,59.12.13,
6998,59.12.13.0,
6999,59.12.14,
7000,59.12.14.0,
7001,59.12.15,
7002,59.12.15.0,
7003,59.12.16,
7004,59.12.16.0,
7005,59.12.17,
7006,59.12.17.0,
7007,59.12.19,
7008,59.12.19.0,
7009,59.13,
7010,59.13.1,
7011,59.13.11,
7012,59.13.11.0,
7013,59.13.12,
7014,59.13.12.0,
7015,59.14,
7016,59.14.1,
7017,59.14.10,
7018,59.14.10.0,
7019,59.2,
7020,59.20,
7021,59.20.1,
7022,59.20.11,
7023,59.20.11.0,
7024,59.20.12,
7025,59.20.12.0,
7026,59.20.13,
7027,59.20.13.0,
7028,59.20.2,
7029,59.20.21,
7030,59.20.21.0,
7031,59.20.22,
7032,59.20.22.0,
7033,59.20.3,
7034,59.20.31,
7035,59.20.31.0,
7036,59.20.32,
7037,59.20.32.0,
7038,59.20.33,
7039,59.20.33.0,
7040,59.20.34,
7041,59.20.34.0,
7042,59.20.35,
7043,59.20.35.0,
7044,59.20.36,
7045,59.20.36.0,
7046,59.20.4,
7047,59.20.40,
7048,59.20.40.0,
7049,60,
7050,60.1,
7051,60.10,
7052,60.10.1,
7053,60.10.11,
7054,60.10.11.0,
7055,60.10.12,
7056,60.10.12.0,
7057,60.10.2,
7058,60.10.20,
7059,60.10.20.0,
7060,60.10.3,
7061,60.10.30,
7062,60.10.30.0,
7063,60.2,
7064,60.20,
7065,60.20.1,
7066,60.20.11,
7067,60.20.11.0,
7068,60.20.12,
7069,60.20.12.0,
7070,60.20.13,
7071,60.20.13.0,
7072,60.20.2,
7073,60.20.20,
7074,60.20.20.0,
7075,60.20.3,
7076,60.20.30,
7077,60.20.30.0,
7078,61,
7079,61.1,
7080,61.10,
7081,61.10.1,
7082,61.10.11,
7083,61.10.11.0,
7084,61.10.12,
7085,61.10.12.0,
7086,61.10.13,
7087,61.10.13.0,
7088,61.10.2,
7089,61.10.20,
7090,61.10.20.0,
7091,61.10.3,
7092,61.10.30,
7093,61.10.30.0,
7094,61.10.4,
7095,61.10.41,
7096,61.10.41.0,
7097,61.10.42,
7098,61.10.42.0,
7099,61.10.43,
7100,61.10.43.0,
7101,61.10.49,
7102,61.10.49.0,
7103,61.10.5,
7104,61.10.51,
7105,61.10.51.0,
7106,61.10.52,
7107,61.10.52.0,
7108,61.10.53,
7109,61.10.53.0,
7110,61.2,
7111,61.20,
7112,61.20.1,
7113,61.20.11,
7114,61.20.11.0,
7115,61.20.12,
7116,61.20.12.0,
7117,61.20.13,
7118,61.20.13.0,
7119,61.20.14,
7120,61.20.14.0,
7121,61.20.2,
7122,61.20.20,
7123,61.20.20.0,
7124,61.20.3,
7125,61.20.30,
7126,61.20.30.0,
7127,61.20.4,
7128,61.20.41,
7129,61.20.41.0,
7130,61.20.42,
7131,61.20.42.0,
7132,61.20.49,
7133,61.20.49.0,
7134,61.20.5,
7135,61.20.50,
7136,61.20.50.0,
7137,61.3,
7138,61.30,
7139,61.30.1,
7140,61.30.10,
7141,61.30.10.0,
7142,61.30.2,
7143,61.30.20,
7144,61.30.20.0,
7145,61.9,
7146,61.90,
7147,61.90.1,
7148,61.90.10,
7149,61.90.10.0,
7150,62,
7151,62.0,
7152,62.01,
7153,62.01.1,
7154,62.01.11,
7155,62.01.11.0,
7156,62.01.12,
7157,62.01.12.0,
7158,62.01.2,
7159,62.01.21,
7160,62.01.21.0,
7161,62.01.29,
7162,62.01.29.0,
7163,62.02,
7164,62.02.1,
7165,62.02.10,
7166,62.02.10.0,
7167,62.02.2,
7168,62.02.20,
7169,62.02.20.0,
7170,62.02.3,
7171,62.02.30,
7172,62.02.30.0,
7173,62.03,
7174,62.03.1,
7175,62.03.11,
7176,62.03.11.0,
7177,62.03.12,
7178,62.03.12.0,
7179,62.09,
7180,62.09.1,
7181,62.09.10,
7182,62.09.10.0,
7183,62.09.2,
7184,62.09.20,
7185,62.09.20.0,
7186,63,
7187,63.1,
7188,63.11,
7189,63.11.1,
7190,63.11.11,
7191,63.11.11.0,
7192,63.11.12,
7193,63.11.12.0,
7194,63.11.13,
7195,63.11.13.0,
7196,63.11.19,
7197,63.11.19.0,
7198,63.11.2,
7199,63.11.20,
7200,63.11.20.0,
7201,63.12,
7202,63.12.1,
7203,63.12.10,
7204,63.12.10.0,
7205,63.12.2,
7206,63.12.20,
7207,63.12.20.0,
7208,63.9,
7209,63.91,
7210,63.91.1,
7211,63.91.11,
7212,63.91.11.0,
7213,63.91.12,
7214,63.91.12.0,
7215,63.99,
7216,63.99.1,
7217,63.99.10,
7218,63.99.10.0,
7219,63.99.2,
7220,63.99.20,
7221,63.99.20.0,
7222,K,
7223,64,
7224,64.1,
7225,64.11,
7226,64.11.1,
7227,64.11.10,
7228,64.11.10.0,
7229,64.19,
7230,64.19.1,
7231,64.19.11,
7232,64.19.11.0,
7233,64.19.12,
7234,64.19.12.0,
7235,64.19.2,
7236,64.19.21,
7237,64.19.21.0,
7238,64.19.22,
7239,64.19.22.0,
7240,64.19.23,
7241,64.19.23.0,
7242,64.19.24,
7243,64.19.24.0,
7244,64.19.25,
7245,64.19.25.0,
7246,64.19.26,
7247,64.19.26.0,
7248,64.19.29,
7249,64.19.29.0,
7250,64.19.3,
7251,64.19.30,
7252,64.19.30.0,
7253,64.2,
7254,64.20,
7255,64.20.1,
7256,64.20.10,
7257,64.20.10.0,
7258,64.3,
7259,64.30,
7260,64.30.1,
7261,64.30.10,
7262,64.30.10.0,
7263,64.9,
7264,64.91,
7265,64.91.1,
7266,64.91.10,
7267,64.91.10.0,
7268,64.92,
7269,64.92.1,
7270,64.92.11,
7271,64.92.11.0,
7272,64.92.12,
7273,64.92.12.0,
7274,64.92.13,
7275,64.92.13.0,
7276,64.92.14,
7277,64.92.14.0,
7278,64.92.15,
7279,64.92.15.0,
7280,64.92.16,
7281,64.92.16.0,
7282,64.92.19,
7283,64.92.19.0,
7284,64.99,
7285,64.99.1,
7286,64.99.11,
7287,64.99.11.0,
7288,64.99.19,
7289,64.99.19.0,
7290,65,
7291,65.1,
7292,65.11,
7293,65.11.1,
7294,65.11.10,
7295,65.11.10.0,
7296,65.12,
7297,65.12.1,
7298,65.12.11,
7299,65.12.11.0,
7300,65.12.12,
7301,65.12.12.0,
7302,65.12.2,
7303,65.12.21,
7304,65.12.21.0,
7305,65.12.29,
7306,65.12.29.0,
7307,65.12.3,
7308,65.12.31,
7309,65.12.31.0,
7310,65.12.32,
7311,65.12.32.0,
7312,65.12.33,
7313,65.12.33.0,
7314,65.12.34,
7315,65.12.34.0,
7316,65.12.35,
7317,65.12.35.0,
