ID_kod,PKWiU,CN
12737,,"2907 13 00"
12738,,"2907 15"
12739,,"2907 15 10"
12740,,"2907 15 90"
12741,,"2907 19"
12742,,"2907 19 10"
12743,,"2907 19 90"
12744,,"2907 21 00"
12745,,"2907 22 00"
12746,,"2907 23 00"
12747,,"2907 29 00"
12748,,2908
12749,,"2908 11 00"
12750,,"2908 19 00"
12751,,"2908 91 00"
12752,,"2908 92 00"
12753,,"2908 99 00"
12754,,2909
12755,,"2909 11 00"
12756,,"2909 19"
12757,,"2909 19 10"
12758,,"2909 19 90"
12759,,"2909 20 00"
12760,,"2909 30"
12761,,"2909 30 10"
12762,,"2909 30 31"
12763,,"2909 30 35"
12764,,"2909 30 38"
12765,,"2909 30 90"
12766,,"2909 41 00"
12767,,"2909 43 00"
12768,,"2909 44 00"
12769,,"2909 49"
12770,,"2909 49 11"
12771,,"2909 49 80"
12772,,"2909 50 00"
12773,,"2909 60"
12774,,"2909 60 10"
12775,,"2909 60 90"
12776,,2910
12777,,"2910 10 00"
12778,,"2910 20 00"
12779,,"2910 30 00"
12780,,"2910 40 00"
12781,,"2910 50 00"
12782,,"2910 90 00"
12783,,"2911 00 00"
12784,,2912
12785,,"2912 11 00"
12786,,"2912 12 00"
12787,,"2912 19 00"
12788,,"2912 21 00"
12789,,"2912 29 00"
12790,,"2912 41 00"
12791,,"2912 42 00"
12792,,"2912 49 00"
12793,,"2912 50 00"
12794,,"2912 60 00"
12795,,"2913 00 00"
12796,,2914
12797,,"2914 11 00"
12798,,"2914 12 00"
12799,,"2914 13 00"
12800,,"2914 19"
12801,,"2914 19 10"
12802,,"2914 19 90"
12803,,"2914 22 00"
12804,,"2914 23 00"
12805,,"2914 29 00"
12806,,"2914 31 00"
12807,,"2914 39 00"
12808,,"2914 40"
12809,,"2914 40 10"
12810,,"2914 40 90"
12811,,"2914 50 00"
12812,,"2914 61 00"
12813,,"2914 62 00"
12814,,"2914 69"
12815,,"2914 69 10"
12816,,"2914 69 80"
12817,,"2914 71 00"
12818,,"2914 79 00"
12819,,2915
12820,,"2915 11 00"
12821,,"2915 12 00"
12822,,"2915 13 00"
12823,,"2915 21 00"
12824,,"2915 24 00"
12825,,"2915 29 00"
12826,,"2915 31 00"
12827,,"2915 32 00"
12828,,"2915 33 00"
12829,,"2915 36 00"
12830,,"2915 39 00"
12831,,"2915 40 00"
12832,,"2915 50 00"
12833,,"2915 60"
12834,,"2915 60 11"
12835,,"2915 60 19"
12836,,"2915 60 90"
12837,,"2915 70"
12838,,"2915 70 40"
12839,,"2915 70 50"
12840,,"2915 90"
12841,,"2915 90 30"
12842,,"2915 90 70"
12843,,2916
12844,,"2916 11 00"
12845,,"2916 12 00"
12846,,"2916 13 00"
12847,,"2916 14 00"
12848,,"2916 15 00"
12849,,"2916 16 00"
12850,,"2916 19"
12851,,"2916 19 10"
12852,,"2916 19 40"
12853,,"2916 19 95"
12854,,"2916 20 00"
12855,,"2916 31 00"
12856,,"2916 32 00"
12857,,"2916 34 00"
12858,,"2916 39"
12859,,"2916 39 10"
12860,,"2916 39 90"
12861,,2917
12862,,"2917 11 00"
12863,,"2917 12 00"
12864,,"2917 13"
12865,,"2917 13 10"
12866,,"2917 13 90"
12867,,"2917 14 00"
12868,,"2917 19"
12869,,"2917 19 10"
12870,,"2917 19 20"
12871,,"2917 19 80"
12872,,"2917 20 00"
12873,,"2917 32 00"
12874,,"2917 33 00"
12875,,"2917 34 00"
12876,,"2917 35 00"
12877,,"2917 36 00"
12878,,"2917 37 00"
12879,,"2917 39"
12880,,"2917 39 20"
12881,,"2917 39 35"
12882,,"2917 39 85"
12883,,2918
12884,,"2918 11 00"
12885,,"2918 12 00"
12886,,"2918 13 00"
12887,,"2918 14 00"
12888,,"2918 15 00"
12889,,"2918 16 00"
12890,,"2918 17 00"
12891,,"2918 18 00"
12892,,"2918 19"
12893,,"2918 19 30"
12894,,"2918 19 40"
12895,,"2918 19 98"
12896,,"2918 21 00"
12897,,"2918 22 00"
12898,,"2918 23 00"
12899,,"2918 29 00"
12900,,"2918 30 00"
12901,,"2918 91 00"
12902,,"2918 99"
12903,,"2918 99 40"
12904,,"2918 99 90"
12905,,2919
12906,,"2919 10 00"
12907,,"2919 90 00"
12908,,2920
12909,,"2920 11 00"
12910,,"2920 19 00"
12911,,"2920 21 00"
12912,,"2920 22 00"
12913,,"2920 23 00"
12914,,"2920 24 00"
12915,,"2920 29 00"
12916,,"2920 30 00"
12917,,"2920 90"
12918,,"2920 90 10"
12919,,"2920 90 70"
12920,,2921
12921,,"2921 11 00"
12922,,"2921 12 00"
12923,,"2921 13 00"
12924,,"2921 14 00"
12925,,"2921 19"
12926,,"2921 19 40"
12927,,"2921 19 50"
12928,,"2921 19 99"
12929,,"2921 21 00"
12930,,"2921 22 00"
12931,,"2921 29 00"
12932,,"2921 30"
12933,,"2921 30 10"
12934,,"2921 30 91"
12935,,"2921 30 99"
12936,,"2921 41 00"
12937,,"2921 42 00"
12938,,"2921 43 00"
12939,,"2921 44 00"
12940,,"2921 45 00"
12941,,"2921 46 00"
12942,,"2921 49 00"
12943,,"2921 51"
12944,,"2921 51 11"
12945,,"2921 51 19"
12946,,"2921 51 90"
12947,,"2921 59"
12948,,"2921 59 50"
12949,,"2921 59 90"
12950,,2922
12951,,"2922 11 00"
12952,,"2922 12 00"
12953,,"2922 14 00"
12954,,"2922 15 00"
12955,,"2922 16 00"
12956,,"2922 17 00"
12957,,"2922 18 00"
12958,,"2922 19 00"
12959,,"2922 21 00"
12960,,"2922 29 00"
12961,,"2922 31 00"
12962,,"2922 39 00"
12963,,"2922 41 00"
12964,,"2922 42 00"
12965,,"2922 43 00"
12966,,"2922 44 00"
12967,,"2922 49"
12968,,"2922 49 20"
12969,,"2922 49 85"
12970,,"2922 50 00"
12971,,2923
12972,,"2923 10 00"
12973,,"2923 20 00"
12974,,"2923 30 00"
12975,,"2923 40 00"
12976,,"2923 90 00"
12977,,2924
12978,,"2924 11 00"
12979,,"2924 12 00"
12980,,"2924 19 00"
12981,,"2924 21 00"
12982,,"2924 23 00"
12983,,"2924 24 00"
12984,,"2924 25 00"
12985,,"2924 29"
12986,,"2924 29 10"
12987,,"2924 29 70"
12988,,2925
12989,,"2925 11 00"
12990,,"2925 12 00"
12991,,"2925 19"
12992,,"2925 19 20"
12993,,"2925 19 95"
12994,,"2925 21 00"
12995,,"2925 29 00"
12996,,2926
12997,,"2926 10 00"
12998,,"2926 20 00"
12999,,"2926 30 00"
13000,,"2926 40 00"
13001,,"2926 90"
13002,,"2926 90 20"
13003,,"2926 90 70"
13004,,"2927 00 00"
13005,,"2928 00"
13006,,"2928 00 10"
13007,,"2928 00 90"
13008,,2929
13009,,"2929 10 00"
13010,,"2929 90 00"
13011,,2930
13012,,"2930 10 00"
13013,,"2930 20 00"
13014,,"2930 30 00"
13015,,"2930 40"
13016,,"2930 40 10"
13017,,"2930 40 90"
13018,,"2930 60 00"
13019,,"2930 70 00"
13020,,"2930 80 00"
13021,,"2930 90"
13022,,"2930 90 13"
13023,,"2930 90 16"
13024,,"2930 90 30"
13025,,"2930 90 40"
13026,,"2930 90 50"
13027,,"2930 90 98"
13028,,2931
13029,,"2931 10 00"
13030,,"2931 20 00"
13031,,"2931 41 00"
13032,,"2931 42 00"
13033,,"2931 43 00"
13034,,"2931 44 00"
13035,,"2931 45 00"
13036,,"2931 46 00"
13037,,"2931 47 00"
13038,,"2931 48 00"
13039,,"2931 49"
13040,,"2931 49 10"
13041,,"2931 49 20"
13042,,"2931 49 30"
13043,,"2931 49 40"
13044,,"2931 49 90"
13045,,"2931 51 00"
13046,,"2931 52 00"
13047,,"2931 53 00"
13048,,"2931 54 00"
13049,,"2931 59"
13050,,"2931 59 10"
13051,,"2931 59 90"
13052,,"2931 90 00"
13053,,2932
13054,,"2932 11 00"
13055,,"2932 12 00"
13056,,"2932 13 00"
13057,,"2932 14 00"
13058,,"2932 19 00"
13059,,"2932 20"
13060,,"2932 20 10"
13061,,"2932 20 20"
13062,,"2932 20 90"
13063,,"2932 91 00"
13064,,"2932 92 00"
13065,,"2932 93 00"
13066,,"2932 94 00"
13067,,"2932 95 00"
13068,,"2932 96 00"
13069,,"2932 99 00"
13070,,2933
13071,,"2933 11"
13072,,"2933 11 10"
13073,,"2933 11 90"
13074,,"2933 19"
13075,,"2933 19 10"
13076,,"2933 19 90"
13077,,"2933 21 00"
13078,,"2933 29"
13079,,"2933 29 10"
13080,,"2933 29 90"
13081,,"2933 31 00"
13082,,"2933 32 00"
13083,,"2933 33 00"
13084,,"2933 34 00"
13085,,"2933 35 00"
13086,,"2933 36 00"
13087,,"2933 37 00"
13088,,"2933 39"
13089,,"2933 39 10"
13090,,"2933 39 20"
13091,,"2933 39 25"
13092,,"2933 39 35"
13093,,"2933 39 40"
13094,,"2933 39 45"
13095,,"2933 39 50"
13096,,"2933 39 55"
13097,,"2933 39 99"
13098,,"2933 41 00"
13099,,"2933 49"
13100,,"2933 49 10"
13101,,"2933 49 30"
13102,,"2933 49 90"
13103,,"2933 52 00"
13104,,"2933 53"
13105,,"2933 53 10"
13106,,"2933 53 90"
13107,,"2933 54 00"
13108,,"2933 55 00"
13109,,"2933 59"
13110,,"2933 59 10"
13111,,"2933 59 20"
13112,,"2933 59 95"
13113,,"2933 61 00"
13114,,"2933 69"
13115,,"2933 69 10"
13116,,"2933 69 40"
13117,,"2933 69 80"
13118,,"2933 71 00"
13119,,"2933 72 00"
13120,,"2933 79 00"
13121,,"2933 91"
13122,,"2933 91 10"
13123,,"2933 91 90"
13124,,"2933 92 00"
13125,,"2933 99"
13126,,"2933 99 20"
13127,,"2933 99 50"
13128,,"2933 99 80"
13129,,2934
13130,,"2934 10 00"
13131,,"2934 20"
13132,,"2934 20 20"
13133,,"2934 20 80"
13134,,"2934 30"
13135,,"2934 30 10"
13136,,"2934 30 90"
13137,,"2934 91 00"
13138,,"2934 92 00"
13139,,"2934 99"
13140,,"2934 99 60"
13141,,"2934 99 90"
13142,,2935
13143,,"2935 10 00"
13144,,"2935 20 00"
13145,,"2935 30 00"
13146,,"2935 40 00"
13147,,"2935 50 00"
13148,,"2935 90"
13149,,"2935 90 30"
13150,,"2935 90 90"
13151,,2936
13152,,"2936 21 00"
13153,,"2936 22 00"
13154,,"2936 23 00"
13155,,"2936 24 00"
13156,,"2936 25 00"
13157,,"2936 26 00"
13158,,"2936 27 00"
13159,,"2936 28 00"
13160,,"2936 29 00"
13161,,"2936 90 00"
13162,,2937
13163,,"2937 11 00"
13164,,"2937 12 00"
13165,,"2937 19 00"
13166,,"2937 21 00"
13167,,"2937 22 00"
13168,,"2937 23 00"
13169,,"2937 29 00"
13170,,"2937 50 00"
13171,,"2937 90 00"
13172,,2938
13173,,"2938 10 00"
13174,,"2938 90"
13175,,"2938 90 10"
13176,,"2938 90 30"
13177,,"2938 90 90"
13178,,2939
13179,,"2939 11 00"
13180,,"2939 19 00"
13181,,"2939 20 00"
13182,,"2939 30 00"
13183,,"2939 41 00"
13184,,"2939 42 00"
13185,,"2939 43 00"
13186,,"2939 44 00"
13187,,"2939 45 00"
13188,,"2939 49 00"
13189,,"2939 51 00"
13190,,"2939 59 00"
13191,,"2939 61 00"
13192,,"2939 62 00"
13193,,"2939 63 00"
13194,,"2939 69 00"
13195,,"2939 72 00"
13196,,"2939 79"
13197,,"2939 79 10"
13198,,"2939 79 90"
13199,,"2939 80 00"
13200,,"2940 00 00"
13201,,2941
13202,,"2941 10 00"
13203,,"2941 20"
13204,,"2941 20 30"
13205,,"2941 20 80"
13206,,"2941 30 00"
13207,,"2941 40 00"
13208,,"2941 50 00"
13209,,"2941 90 00"
13210,,"2942 00 00"
13211,,3001
13212,,"3001 20"
13213,,"3001 20 10"
13214,,"3001 20 90"
13215,,"3001 90"
13216,,"3001 90 20"
13217,,"3001 90 91"
13218,,"3001 90 98"
13219,,3002
13220,,"3002 12 00"
13221,,"3002 13 00"
13222,,"3002 14 00"
13223,,"3002 15 00"
13224,,"3002 41"
13225,,"3002 41 10"
13226,,"3002 41 90"
13227,,"3002 42 00"
13228,,"3002 49 00"
13229,,"3002 51 00"
13230,,"3002 59 00"
13231,,"3002 90"
13232,,"3002 90 10"
13233,,"3002 90 30"
13234,,3003
13235,,"3003 10 00"
13236,,"3003 20 00"
13237,,"3003 31 00"
13238,,"3003 39 00"
13239,,"3003 41 00"
13240,,"3003 42 00"
13241,,"3003 43 00"
13242,,"3003 49 00"
13243,,"3003 60 00"
13244,,"3003 90 00"
13245,,3004
13246,,"3004 10 00"
13247,,"3004 20 00"
13248,,"3004 31 00"
13249,,"3004 32 00"
13250,,"3004 39 00"
13251,,"3004 41 00"
13252,,"3004 42 00"
13253,,"3004 43 00"
13254,,"3004 49 00"
13255,,"3004 50 00"
13256,,"3004 60 00"
13257,,"3004 90 00"
13258,,3005
13259,,"3005 10 00"
13260,,"3005 90"
13261,,"3005 90 10"
13262,,"3005 90 31"
13263,,"3005 90 50"
13264,,"3005 90 99"
13265,,3006
13266,,"3006 10"
13267,,"3006 10 10"
13268,,"3006 10 30"
13269,,"3006 10 90"
13270,,"3006 30 00"
13271,,"3006 40 00"
13272,,"3006 50 00"
13273,,"3006 60 00"
13274,,"3006 70 00"
13275,,"3006 91 00"
13276,,"3006 92 00"
13277,,"3006 93 00"
13278,,"3101 00 00"
13279,,3102
13280,,"3102 10"
13281,,"3102 10 10"
13282,,"3102 10 90"
13283,,"3102 21 00"
13284,,"3102 29 00"
13285,,"3102 30"
13286,,"3102 30 10"
13287,,"3102 30 90"
13288,,"3102 40"
13289,,"3102 40 10"
13290,,"3102 40 90"
13291,,"3102 50 00"
13292,,"3102 60 00"
13293,,"3102 80 00"
13294,,"3102 90 00"
13295,,3103
13296,,"3103 11 00"
13297,,"3103 19 00"
13298,,"3103 90 00"
13299,,3104
13300,,"3104 20"
13301,,"3104 20 10"
13302,,"3104 20 50"
13303,,"3104 20 90"
13304,,"3104 30 00"
13305,,"3104 90 00"
13306,,3105
13307,,"3105 10 00"
13308,,"3105 20"
13309,,"3105 20 10"
13310,,"3105 20 90"
13311,,"3105 30 00"
13312,,"3105 40 00"
13313,,"3105 51 00"
13314,,"3105 59 00"
13315,,"3105 60 00"
13316,,"3105 90"
13317,,"3105 90 20"
13318,,"3105 90 80"
13319,,3201
13320,,"3201 10 00"
13321,,"3201 20 00"
13322,,"3201 90"
13323,,"3201 90 20"
13324,,"3201 90 90"
13325,,3202
13326,,"3202 10 00"
13327,,"3202 90 00"
13328,,"3203 00"
13329,,"3203 00 10"
13330,,"3203 00 90"
13331,,3204
13332,,"3204 11 00"
13333,,"3204 12 00"
13334,,"3204 13 00"
13335,,"3204 14 00"
13336,,"3204 15 00"
13337,,"3204 16 00"
13338,,"3204 17 00"
13339,,"3204 18 00"
13340,,"3204 19 00"
13341,,"3204 20 00"
13342,,"3204 90 00"
13343,,"3205 00 00"
13344,,3206
13345,,"3206 11 00"
13346,,"3206 19 00"
13347,,"3206 20 00"
13348,,"3206 41 00"
13349,,"3206 42 00"
13350,,"3206 49"
13351,,"3206 49 10"
13352,,"3206 49 70"
13353,,"3206 50 00"
13354,,3207
13355,,"3207 10 00"
13356,,"3207 20"
13357,,"3207 20 10"
13358,,"3207 20 90"
13359,,"3207 30 00"
13360,,"3207 40"
13361,,"3207 40 40"
13362,,"3207 40 85"
13363,,3208
13364,,"3208 10"
13365,,"3208 10 10"
13366,,"3208 10 90"
13367,,"3208 20"
13368,,"3208 20 10"
13369,,"3208 20 90"
13370,,"3208 90"
13371,,"3208 90 11"
13372,,"3208 90 13"
13373,,"3208 90 19"
13374,,"3208 90 91"
13375,,"3208 90 99"
13376,,3209
13377,,"3209 10 00"
13378,,"3209 90 00"
13379,,"3210 00"
13380,,"3210 00 10"
13381,,"3210 00 90"
13382,,"3211 00 00"
13383,,3212
13384,,"3212 10 00"
13385,,"3212 90 00"
13386,,3213
13387,,"3213 10 00"
13388,,"3213 90 00"
13389,,3214
13390,,"3214 10"
13391,,"3214 10 10"
13392,,"3214 10 90"
13393,,"3214 90 00"
13394,,3215
13395,,"3215 11 00"
13396,,"3215 19 00"
13397,,"3215 90"
13398,,"3215 90 20"
13399,,"3215 90 70"
13400,,3301
13401,,"3301 12"
13402,,"3301 12 10"
13403,,"3301 12 90"
13404,,"3301 13"
13405,,"3301 13 10"
13406,,"3301 13 90"
13407,,"3301 19"
13408,,"3301 19 20"
13409,,"3301 19 80"
13410,,"3301 24"
13411,,"3301 24 10"
13412,,"3301 24 90"
13413,,"3301 25"
13414,,"3301 25 10"
13415,,"3301 25 90"
13416,,"3301 29"
13417,,"3301 29 11"
13418,,"3301 29 31"
13419,,"3301 29 42"
13420,,"3301 29 49"
13421,,"3301 29 71"
13422,,"3301 29 79"
13423,,"3301 29 91"
13424,,"3301 30 00"
13425,,"3301 90"
13426,,"3301 90 10"
13427,,"3301 90 21"
13428,,"3301 90 30"
13429,,"3301 90 90"
13430,,3302
13431,,"3302 10"
13432,,"3302 10 10"
13433,,"3302 10 21"
13434,,"3302 10 29"
13435,,"3302 10 40"
13436,,"3302 10 90"
13437,,"3302 90"
13438,,"3302 90 10"
13439,,"3302 90 90"
13440,,"3303 00"
13441,,"3303 00 10"
13442,,"3303 00 90"
13443,,3304
13444,,"3304 10 00"
13445,,"3304 20 00"
13446,,"3304 30 00"
13447,,"3304 91 00"
13448,,"3304 99 00"
13449,,3305
13450,,"3305 10 00"
13451,,"3305 20 00"
13452,,"3305 30 00"
13453,,"3305 90 00"
13454,,3306
13455,,"3306 10 00"
13456,,"3306 20 00"
13457,,"3306 90 00"
13458,,3307
13459,,"3307 10 00"
13460,,"3307 20 00"
13461,,"3307 30 00"
13462,,"3307 41 00"
13463,,"3307 49 00"
13464,,"3307 90 00"
13465,,3401
13466,,"3401 11 00"
13467,,"3401 19 00"
13468,,"3401 20"
13469,,"3401 20 10"
13470,,"3401 20 90"
13471,,"3401 30 00"
13472,,3402
13473,,"3402 31 00"
13474,,"3402 39"
13475,,"3402 39 10"
13476,,"3402 39 90"
13477,,"3402 41 00"
13478,,"3402 42 00"
13479,,"3402 49 00"
13480,,"3402 50"
13481,,"3402 50 10"
13482,,"3402 50 90"
13483,,"3402 90"
13484,,"3402 90 10"
13485,,"3402 90 90"
13486,,3403
13487,,"3403 11 00"
13488,,"3403 19"
13489,,"3403 19 10"
13490,,"3403 19 20"
13491,,"3403 19 80"
13492,,"3403 91 00"
13493,,"3403 99 00"
13494,,3404
13495,,"3404 20 00"
13496,,"3404 90 00"
13497,,3405
13498,,"3405 10 00"
13499,,"3405 20 00"
13500,,"3405 30 00"
13501,,"3405 40 00"
13502,,"3405 90"
13503,,"3405 90 10"
13504,,"3405 90 90"
13505,,"3406 00 00"
13506,,"3407 00 00"
13507,,3501
13508,,"3501 10"
13509,,"3501 10 10"
13510,,"3501 10 50"
13511,,"3501 10 90"
13512,,"3501 90"
13513,,"3501 90 10"
13514,,"3501 90 90"
13515,,3502
13516,,"3502 11"
13517,,"3502 11 10"
13518,,"3502 11 90"
13519,,"3502 19"
13520,,"3502 19 10"
13521,,"3502 19 90"
13522,,"3502 20"
13523,,"3502 20 10"
13524,,"3502 20 91"
13525,,"3502 20 99"
13526,,"3502 90"
13527,,"3502 90 20"
13528,,"3502 90 70"
13529,,"3502 90 90"
13530,,"3503 00"
13531,,"3503 00 10"
13532,,"3503 00 80"
13533,,"3504 00"
13534,,"3504 00 10"
13535,,"3504 00 90"
13536,,3505
13537,,"3505 10"
13538,,"3505 10 10"
13539,,"3505 10 50"
13540,,"3505 10 90"
13541,,"3505 20"
13542,,"3505 20 10"
13543,,"3505 20 30"
13544,,"3505 20 50"
13545,,"3505 20 90"
13546,,3506
13547,,"3506 10 00"
13548,,"3506 91"
13549,,"3506 91 10"
13550,,"3506 91 90"
13551,,"3506 99 00"
13552,,3507
13553,,"3507 10 00"
13554,,"3507 90"
13555,,"3507 90 30"
13556,,"3507 90 90"
13557,,"3601 00 00"
13558,,"3602 00 00"
13559,,3603
13560,,"3603 10 00"
13561,,"3603 20 00"
13562,,"3603 30 00"
13563,,"3603 40 00"
13564,,"3603 50 00"
13565,,"3603 60 00"
13566,,3604
13567,,"3604 10 00"
13568,,"3604 90 00"
13569,,"3605 00 00"
13570,,3606
13571,,"3606 10 00"
13572,,"3606 90"
13573,,"3606 90 10"
13574,,"3606 90 90"
13575,,3701
13576,,"3701 10 00"
13577,,"3701 20 00"
13578,,"3701 30 00"
13579,,"3701 91 00"
13580,,"3701 99 00"
13581,,3702
13582,,"3702 10 00"
13583,,"3702 31"
13584,,"3702 31 91"
13585,,"3702 31 97"
13586,,"3702 32"
13587,,"3702 32 10"
13588,,"3702 32 20"
13589,,"3702 32 85"
13590,,"3702 39 00"
13591,,"3702 41 00"
13592,,"3702 42 00"
13593,,"3702 43 00"
13594,,"3702 44 00"
13595,,"3702 52 00"
13596,,"3702 53 00"
13597,,"3702 54 00"
13598,,"3702 55 00"
13599,,"3702 56 00"
13600,,"3702 96"
13601,,"3702 96 10"
13602,,"3702 96 90"
13603,,"3702 97"
13604,,"3702 97 10"
13605,,"3702 97 90"
13606,,"3702 98 00"
13607,,3703
13608,,"3703 10 00"
13609,,"3703 20 00"
13610,,"3703 90 00"
13611,,"3704 00"
13612,,"3704 00 10"
13613,,"3704 00 90"
13614,,"3705 00"
13615,,"3705 00 10"
13616,,"3705 00 90"
13617,,3706
13618,,"3706 10"
13619,,"3706 10 20"
13620,,"3706 10 99"
13621,,"3706 90"
13622,,"3706 90 52"
13623,,"3706 90 91"
13624,,"3706 90 99"
13625,,3707
13626,,"3707 10 00"
13627,,"3707 90"
13628,,"3707 90 20"
13629,,"3707 90 90"
13630,,DZIAŁ 38
13631,,3801
13632,,"3801 10 00"
13633,,"3801 20"
13634,,"3801 20 10"
13635,,"3801 20 90"
13636,,"3801 30 00"
13637,,"3801 90 00"
13638,,3802
13639,,"3802 10 00"
13640,,"3802 90 00"
13641,,"3803 00"
13642,,"3803 00 10"
13643,,"3803 00 90"
13644,,"3804 00 00"
13645,,3805
13646,,"3805 10"
13647,,"3805 10 10"
13648,,"3805 10 30"
13649,,"3805 10 90"
13650,,"3805 90"
13651,,"3805 90 10"
13652,,"3805 90 90"
13653,,3806
13654,,"3806 10 00"
13655,,"3806 20 00"
13656,,"3806 30 00"
13657,,"3806 90 00"
13658,,"3807 00"
13659,,"3807 00 10"
13660,,"3807 00 90"
13661,,3808
13662,,"3808 52 00"
13663,,"3808 59 00"
13664,,"3808 61 00"
13665,,"3808 62 00"
13666,,"3808 69 00"
13667,,"3808 91"
13668,,"3808 91 10"
13669,,"3808 91 20"
13670,,"3808 91 30"
13671,,"3808 91 40"
13672,,"3808 91 90"
13673,,"3808 92"
13674,,"3808 92 10"
13675,,"3808 92 20"
13676,,"3808 92 30"
13677,,"3808 92 40"
13678,,"3808 92 50"
13679,,"3808 92 60"
13680,,"3808 92 90"
13681,,"3808 93"
13682,,"3808 93 11"
13683,,"3808 93 13"
13684,,"3808 93 15"
13685,,"3808 93 17"
13686,,"3808 93 21"
13687,,"3808 93 23"
13688,,"3808 93 27"
13689,,"3808 93 30"
13690,,"3808 93 90"
13691,,"3808 94"
13692,,"3808 94 10"
13693,,"3808 94 20"
13694,,"3808 94 90"
13695,,"3808 99"
13696,,"3808 99 10"
13697,,"3808 99 90"
13698,,3809
13699,,"3809 10"
13700,,"3809 10 10"
13701,,"3809 10 30"
13702,,"3809 10 50"
13703,,"3809 10 90"
13704,,"3809 91 00"
13705,,"3809 92 00"
13706,,"3809 93 00"
13707,,3810
13708,,"3810 10 00"
13709,,"3810 90"
13710,,"3810 90 10"
13711,,"3810 90 90"
13712,,3811
13713,,"3811 11"
13714,,"3811 11 10"
13715,,"3811 11 90"
13716,,"3811 19 00"
13717,,"3811 21 00"
13718,,"3811 29 00"
13719,,"3811 90 00"
13720,,3812
13721,,"3812 10 00"
13722,,"3812 20"
13723,,"3812 20 10"
13724,,"3812 20 90"
13725,,"3812 31 00"
13726,,"3812 39"
13727,,"3812 39 10"
13728,,"3812 39 90"
13729,,"3813 00 00"
13730,,"3814 00"
13731,,"3814 00 10"
13732,,"3814 00 90"
13733,,3815
13734,,"3815 11 00"
13735,,"3815 12 00"
13736,,"3815 19"
13737,,"3815 19 10"
13738,,"3815 19 90"
13739,,"3815 90"
13740,,"3815 90 10"
13741,,"3815 90 90"
13742,,"3816 00"
13743,,"3816 00 10"
13744,,"3816 00 90"
13745,,"3817 00"
13746,,"3817 00 50"
13747,,"3817 00 80"
13748,,"3818 00"
13749,,"3818 00 10"
13750,,"3818 00 90"
13751,,"3819 00 00"
13752,,"3820 00 00"
13753,,"3821 00 00"
13754,,3822
13755,,"3822 11 00"
13756,,"3822 12 00"
13757,,"3822 13 00"
13758,,"3822 19 00"
13759,,"3822 90 00"
13760,,3823
13761,,"3823 11 00"
13762,,"3823 12 00"
13763,,"3823 13 00"
13764,,"3823 19"
13765,,"3823 19 10"
13766,,"3823 19 30"
13767,,"3823 19 90"
13768,,"3823 70 00"
13769,,3824
13770,,"3824 10 00"
13771,,"3824 30 00"
13772,,"3824 40 00"
13773,,"3824 50"
13774,,"3824 50 10"
13775,,"3824 50 90"
13776,,"3824 60"
13777,,"3824 60 11"
13778,,"3824 60 19"
13779,,"3824 60 91"
13780,,"3824 60 99"
13781,,"3824 81 00"
13782,,"3824 82 00"
13783,,"3824 83 00"
13784,,"3824 84 00"
13785,,"3824 85 00"
13786,,"3824 86 00"
13787,,"3824 87 00"
13788,,"3824 88 00"
13789,,"3824 89 00"
13790,,"3824 91 00"
13791,,"3824 92 00"
13792,,"3824 99"
13793,,"3824 99 10"
13794,,"3824 99 15"
13795,,"3824 99 20"
13796,,"3824 99 25"
13797,,"3824 99 30"
13798,,"3824 99 45"
13799,,"3824 99 50"
13800,,"3824 99 55"
13801,,"3824 99 61"
13802,,"3824 99 62"
13803,,"3824 99 64"
13804,,"3824 99 65"
13805,,"3824 99 70"
13806,,"3824 99 75"
13807,,"3824 99 80"
13808,,"3824 99 85"
13809,,"3824 99 86"
13810,,"3824 99 92"
13811,,"3824 99 93"
13812,,"3824 99 96"
13813,,3825
13814,,"3825 10 00"
13815,,"3825 20 00"
13816,,"3825 30 00"
13817,,"3825 41 00"
13818,,"3825 49 00"
13819,,"3825 50 00"
13820,,"3825 61 00"
13821,,"3825 69 00"
13822,,"3825 90"
13823,,"3825 90 10"
13824,,"3825 90 90"
13825,,"3826 00"
13826,,"3826 00 10"
13827,,"3826 00 90"
13828,,3827
13829,,"3827 11 00"
13830,,"3827 12 00"
13831,,"3827 13 00"
13832,,"3827 14 00"
13833,,"3827 20 00"
13834,,"3827 31 00"
13835,,"3827 32 00"
13836,,"3827 39 00"
13837,,"3827 40 00"
13838,,"3827 51 00"
13839,,"3827 59 00"
13840,,"3827 61 00"
13841,,"3827 62 00"
13842,,"3827 63 00"
13843,,"3827 64 00"
13844,,"3827 65 00"
13845,,"3827 68 00"
13846,,"3827 69 00"
13847,,"3827 90 00"
13848,,3901
13849,,"3901 10"
13850,,"3901 10 10"
13851,,"3901 10 90"
13852,,"3901 20"
13853,,"3901 20 10"
13854,,"3901 20 90"
13855,,"3901 30 00"
13856,,"3901 40 00"
13857,,"3901 90"
13858,,"3901 90 30"
13859,,"3901 90 80"
13860,,3902
13861,,"3902 10 00"
13862,,"3902 20 00"
13863,,"3902 30 00"
13864,,"3902 90"
13865,,"3902 90 10"
13866,,"3902 90 20"
13867,,"3902 90 90"
13868,,3903
13869,,"3903 11 00"
13870,,"3903 19 00"
13871,,"3903 20 00"
13872,,"3903 30 00"
13873,,"3903 90"
13874,,"3903 90 10"
13875,,"3903 90 20"
13876,,"3903 90 90"
