ID_kod,kod_pkwiu,Nazwa,numer_poziomu
1865,16.29.23.0,"Bloki, płyty, arkusze lub taśmy, płytki dowolnego kształtu, pełne cylindry, ze sprasowanego korka",7
1866,16.29.24,"Korek prasowany; wyroby z korka prasowanego, gdzie indziej niesklasyfikowane",6
1867,16.29.24.0,"Korek prasowany; wyroby z korka prasowanego, gdzie indziej niesklasyfikowane",7
1868,16.29.25,"Wyroby ze słomy, esparto i pozostałych materiałów w rodzaju stosowanych do wyplatania; wyroby koszykarskie i wikliniarskie",6
1869,16.29.25.0,"Wyroby ze słomy, esparto i pozostałych materiałów w rodzaju stosowanych do wyplatania; wyroby koszykarskie i wikliniarskie",7
1870,16.29.9,"USŁUGI ZWIĄZANE Z PRODUKCJĄ POZOSTAŁYCH WYROBÓW Z DREWNA ORAZ WYROBÓW Z KORKA, SŁOMY I MATERIAŁÓW W RODZAJU STOSOWANYCH DO WYPLATANIA, Z WYŁĄCZENIEM MEBLI; USŁUGI PODWYKONAWCÓW ZWIĄZANE Z PRODUKCJĄ POZOSTAŁYCH WYROBÓW Z DREWNA ORAZ WYROBÓW Z KORKA, SŁOMY I MATERIAŁÓW W RODZAJU STOSOWANYCH DO WYPLATANIA",5
1871,16.29.91,"Usługi związane z produkcją pozostałych wyrobów z drewna oraz wyrobów z korka, słomy i materiałów w rodzaju stosowanych do wyplatania, z wyłączeniem mebli",6
1872,16.29.91.0,"Usługi związane z produkcją pozostałych wyrobów z drewna oraz wyrobów z korka, słomy i materiałów w rodzaju stosowanych do wyplatania, z wyłączeniem mebli",7
1873,16.29.99,"Usługi podwykonawców związane z produkcją pozostałych wyrobów z drewna oraz wyrobów z korka, słomy i materiałów w rodzaju stosowanych do wyplatania",6
1874,16.29.99.0,"Usługi podwykonawców związane z produkcją pozostałych wyrobów z drewna oraz wyrobów z korka, słomy i materiałów w rodzaju stosowanych do wyplatania",7
1875,17,"PAPIER I WYROBY Z PAPIERU",2
1876,17.1,"MASA WŁÓKNISTA, PAPIER I TEKTURA",3
1877,17.11,"MASA WŁÓKNISTA",4
1878,17.11.1,"MASA WŁÓKNISTA DRZEWNA LUB Z POZOSTAŁYCH WŁÓKNISTYCH SUROWCÓW CELULOZOWYCH",5
1879,17.11.11,"Masa celulozowa drzewna do przerobu chemicznego",6
1880,17.11.11.0,"Masa celulozowa drzewna do przerobu chemicznego",7
1881,17.11.12,"Masa celulozowa drzewna sodowa lub siarczanowa, inna niż do przerobu chemicznego",6
1882,17.11.12.0,"Masa celulozowa drzewna sodowa lub siarczanowa, inna niż do przerobu chemicznego",7
1883,17.11.13,"Masa celulozowa drzewna siarczynowa, inna niż do przerobu chemicznego",6
1884,17.11.13.0,"Masa celulozowa drzewna siarczynowa, inna niż do przerobu chemicznego",7
1885,17.11.14,"Masa włóknista drzewna, mechaniczna i półchemiczna, masa włóknista z pozostałych surowców celulozowych, innych niż drewno",6
1886,17.11.14.0,"Masa włóknista drzewna, mechaniczna i półchemiczna, masa włóknista z pozostałych surowców celulozowych, innych niż drewno",7
1887,17.11.9,"Usługi podwykonawców związane z produkcją masy włóknistej",5
1888,17.11.99,"Usługi podwykonawców związane z produkcją masy włóknistej",6
1889,17.11.99.0,"Usługi podwykonawców związane z produkcją masy włóknistej",7
1890,17.12,"PAPIER I TEKTURA",4
1891,17.12.1,"PAPIER GAZETOWY; PAPIER I TEKTURA CZERPANE; POZOSTAŁY PAPIER I TEKTURA DLA CELÓW GRAFICZNYCH",5
1892,17.12.11,"Papier gazetowy w zwojach lub arkuszach",6
1893,17.12.11.0,"Papier gazetowy w zwojach lub arkuszach",7
1894,17.12.12,"Papier i tektura czerpane",6
1895,17.12.12.0,"Papier i tektura czerpane",7
1896,17.12.13,"Papier i tektura w rodzaju stosowanych jako podłoże dla papieru lub tektury światłoczułych, ciepłoczułych lub elektroczułych; papier karbonizowany podłożowy; podłoże do tapet",6
1897,17.12.13.0,"Papier i tektura w rodzaju stosowanych jako podłoże dla papieru lub tektury światłoczułych, ciepłoczułych lub elektroczułych; papier karbonizowany podłożowy; podłoże do tapet",7
1898,17.12.14,"Pozostały papier i tektura do celów graficznych",6
1899,17.12.14.0,"Pozostały papier i tektura do celów graficznych",7
1900,17.12.2,"Bibułka tissue do produkcji papieru toaletowego, chusteczek higienicznych, ręczników, serwetek itp.; wata celulozowa i wstęgi z włókien celulozowych",5
1901,17.12.20,"Bibułka tissue do produkcji papieru toaletowego, chusteczek higienicznych, ręczników, serwetek itp.; wata celulozowa i wstęgi z włókien celulozowych",6
1902,17.12.20.0,"Bibułka tissue do produkcji papieru toaletowego, chusteczek higienicznych, ręczników, serwetek itp.; wata celulozowa i wstęgi z włókien celulozowych",7
1903,17.12.3,"PAPIER DO PRODUKCJI TEKTURY FALISTEJ",5
1904,17.12.31,"Papier siarczanowy niepowleczony na warstwę pokryciową tektury falistej niebielony",6
1905,17.12.31.0,"Papier siarczanowy niepowleczony na warstwę pokryciową tektury falistej niebielony",7
1906,17.12.32,"Papier siarczanowy niepowleczony na warstwę pokryciową tektury falistej bielony",6
1907,17.12.32.0,"Papier siarczanowy niepowleczony na warstwę pokryciową tektury falistej bielony",7
1908,17.12.33,"Papier półchemiczny na warstwę pofalowaną",6
1909,17.12.33.0,"Papier półchemiczny na warstwę pofalowaną",7
1910,17.12.34,"Papier z makulatury na warstwę pofalowaną i pozostały papier na warstwę pofalowaną",6
1911,17.12.34.0,"Papier z makulatury na warstwę pofalowaną i pozostały papier na warstwę pofalowaną",7
1912,17.12.35,"Testliner - papier z makulatury na pokrycie tektury falistej",6
1913,17.12.35.0,"Testliner - papier z makulatury na pokrycie tektury falistej",7
1914,17.12.4,"POZOSTAŁY PAPIER NIEPOWLECZONY",5
1915,17.12.41,"Pozostały papier siarczanowy niepowleczony; papier siarczanowy workowy, krepowany lub marszczony",6
1916,17.12.41.0,"Pozostały papier siarczanowy niepowleczony; papier siarczanowy workowy, krepowany lub marszczony",7
1917,17.12.42,"Papier pakowy siarczynowy i pozostały papier niepowleczony, z wyłączeniem w rodzaju stosowanego do pisania, drukowania lub innych celów graficznych",6
1918,17.12.42.0,"Papier pakowy siarczynowy i pozostały papier niepowleczony, z wyłączeniem w rodzaju stosowanego do pisania, drukowania lub innych celów graficznych",7
1919,17.12.43,"Papier i tektura filtracyjne; papier dachowy",6
1920,17.12.43.0,"Papier i tektura filtracyjne; papier dachowy",7
1921,17.12.44,"Bibułka papierosowa niepocięta do wymiaru, nie w książeczkach i nie w tutkach",6
1922,17.12.44.0,"Bibułka papierosowa niepocięta do wymiaru, nie w książeczkach i nie w tutkach",7
1923,17.12.5,"TEKTURA NIEPOWLECZONA, Z WYŁĄCZENIEM W RODZAJU STOSOWANEJ DO PISANIA, DRUKOWANIA LUB INNYCH CELÓW GRAFICZNYCH",5
1924,17.12.51,"Tektura niepowleczona, szara wewnątrz",6
1925,17.12.51.0,"Tektura niepowleczona, szara wewnątrz",7
1926,17.12.59,"Pozostała tektura niepowleczona",6
1927,17.12.59.0,"Pozostała tektura niepowleczona",7
1928,17.12.6,"Pergamin roślinny, papier tłuszczoodporny, papierowa kalka kreślarska, papier pergaminowy satynowany i pozostałe satynowane papiery przezroczyste lub półprzezroczyste",5
1929,17.12.60,"Pergamin roślinny, papier tłuszczoodporny, papierowa kalka kreślarska, papier pergaminowy satynowany i pozostałe satynowane papiery przezroczyste lub półprzezroczyste",6
1930,17.12.60.0,"Pergamin roślinny, papier tłuszczoodporny, papierowa kalka kreślarska, papier pergaminowy satynowany i pozostałe satynowane papiery przezroczyste lub półprzezroczyste",7
1931,17.12.7,"PAPIER I TEKTURA PRZETWORZONE",5
1932,17.12.71,"Papier i tektura złożone niepowleczone powierzchniowo i nieimpregnowane",6
1933,17.12.71.0,"Papier i tektura złożone niepowleczone powierzchniowo i nieimpregnowane",7
1934,17.12.72,"Papier i tektura krepowane, marszczone, tłoczone lub perforowane",6
1935,17.12.72.0,"Papier i tektura krepowane, marszczone, tłoczone lub perforowane",7
1936,17.12.73,"Papier i tektura w rodzaju stosowanych do pisania, drukowania lub innych celów graficznych, powleczone kaolinem lub innymi substancjami nieorganicznymi",6
1937,17.12.73.0,"Papier i tektura w rodzaju stosowanych do pisania, drukowania lub innych celów graficznych, powleczone kaolinem lub innymi substancjami nieorganicznymi",7
1938,17.12.74,"Papier siarczanowy powleczony kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanego do pisania, drukowania lub innych celów graficznych",6
1939,17.12.74.0,"Papier siarczanowy powleczony kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanego do pisania, drukowania lub innych celów graficznych",7
1940,17.12.75,"Tektura siarczanowa powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",6
1941,17.12.75.0,"Tektura siarczanowa powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",7
1942,17.12.76,"Kalka maszynowa, papier samokopiujący i pozostałe papiery do kopiowania lub papiery przedrukowe, w zwojach lub arkuszach",6
1943,17.12.76.0,"Kalka maszynowa, papier samokopiujący i pozostałe papiery do kopiowania lub papiery przedrukowe, w zwojach lub arkuszach",7
1944,17.12.77,"Papier, tektura, wata celulozowa i wstęgi z włókien celulozowych powleczone, impregnowane, pokryte, z nadrukiem lub barwione powierzchniowo, w zwojach lub arkuszach",6
1945,17.12.77.0,"Papier, tektura, wata celulozowa i wstęgi z włókien celulozowych powleczone, impregnowane, pokryte, z nadrukiem lub barwione powierzchniowo, w zwojach lub arkuszach",7
1946,17.12.78,"Tektura szara wewnątrz, powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",6
1947,17.12.78.0,"Tektura szara wewnątrz, powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",7
1948,17.12.79,"Pozostała tektura powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",6
1949,17.12.79.0,"Pozostała tektura powleczona kaolinem lub innymi substancjami nieorganicznymi, z wyłączeniem w rodzaju stosowanej do pisania, drukowania lub innych celów graficznych",7
1950,17.12.9,"Usługi podwykonawców związane z produkcją papieru i tektury",5
1951,17.12.99,"Usługi podwykonawców związane z produkcją papieru i tektury",6
1952,17.12.99.0,"Usługi podwykonawców związane z produkcją papieru i tektury",7
1953,17.2,"WYROBY Z PAPIERU I TEKTURY",3
1954,17.21,"PAPIER FALISTY I TEKTURA FALISTA ORAZ OPAKOWANIA Z PAPIERU I TEKTURY",4
1955,17.21.1,"PAPIER FALISTY I TEKTURA FALISTA ORAZ OPAKOWANIA Z PAPIERU I TEKTURY",5
1956,17.21.11,"Papier falisty i tektura falista w zwojach lub arkuszach",6
1957,17.21.11.0,"Papier falisty i tektura falista w zwojach lub arkuszach",7
1958,17.21.12,"Worki i torby z papieru",6
1959,17.21.12.0,"Worki i torby z papieru",7
1960,17.21.13,"Kartony, pudła i pudełka z papieru falistego lub tektury falistej",6
1961,17.21.13.0,"Kartony, pudła i pudełka z papieru falistego lub tektury falistej",7
1962,17.21.14,"Kartony, pudła i pudełka składane, z papieru lub tektury innych niż faliste",6
1963,17.21.14.0,"Kartony, pudła i pudełka składane, z papieru lub tektury innych niż faliste",7
1964,17.21.15,"Segregatory, pudełka na listy i do przechowywania dokumentów oraz podobne wyroby w rodzaju stosowanych w biurach, sklepach itp., z papieru lub tektury",6
1965,17.21.15.0,"Segregatory, pudełka na listy i do przechowywania dokumentów oraz podobne wyroby w rodzaju stosowanych w biurach, sklepach itp., z papieru lub tektury",7
1966,17.21.9,"Usługi podwykonawców związane z produkcją papieru falistego i tektury falistej oraz opakowań z papieru i tektury",5
1967,17.21.99,"Usługi podwykonawców związane z produkcją papieru falistego i tektury falistej oraz opakowań z papieru i tektury",6
1968,17.21.99.0,"Usługi podwykonawców związane z produkcją papieru falistego i tektury falistej oraz opakowań z papieru i tektury",7
1969,17.22,"ARTYKUŁY DLA GOSPODARSTW DOMOWYCH, TOALETOWE I SANITARNE, Z PAPIERU",4
1970,17.22.1,"ARTYKUŁY DLA GOSPODARSTW DOMOWYCH, TOALETOWE I SANITARNE, Z PAPIERU",5
1971,17.22.11,"Papier toaletowy, chusteczki do nosa, chusteczki i ręczniki higieniczne lub kosmetyczne, obrusy i serwetki wykonane z masy celulozowej, papieru, waty celulozowej lub wstęg z włókien celulozowych",6
1972,17.22.11.0,"Papier toaletowy, chusteczki do nosa, chusteczki i ręczniki higieniczne lub kosmetyczne, obrusy i serwetki wykonane z masy celulozowej, papieru, waty celulozowej lub wstęg z włókien celulozowych",7
1973,17.22.12,"Podpaski higieniczne i tampony, pieluszki i wkładki dla niemowląt oraz podobne wyroby sanitarne lub wyroby odzieżowe i akcesoria odzieżowe, wykonane z masy celulozowej, papieru, waty celulozowej lub wstęg z włókien celulozowych",6
1974,17.22.12.0,"Podpaski higieniczne i tampony, pieluszki i wkładki dla niemowląt oraz podobne wyroby sanitarne lub wyroby odzieżowe i akcesoria odzieżowe, wykonane z masy celulozowej, papieru, waty celulozowej lub wstęg z włókien celulozowych",7
1975,17.22.13,"Tace, talerze, podstawki, kubki i podobne wyroby, z papieru lub tektury",6
1976,17.22.13.0,"Tace, talerze, podstawki, kubki i podobne wyroby, z papieru lub tektury",7
1977,17.22.9,"Usługi podwykonawców związane z produkcją artykułów dla gospodarstw domowych, toaletowych i sanitarnych z papieru",5
1978,17.22.99,"Usługi podwykonawców związane z produkcją artykułów dla gospodarstw domowych, toaletowych i sanitarnych z papieru",6
1979,17.22.99.0,"Usługi podwykonawców związane z produkcją artykułów dla gospodarstw domowych, toaletowych i sanitarnych z papieru",7
1980,17.23,"ARTYKUŁY PIŚMIENNE",4
1981,17.23.1,"ARTYKUŁY PIŚMIENNE",5
1982,17.23.11,"Kalka maszynowa, papier samokopiujący oraz pozostałe papiery do kopiowania i papiery przedrukowe; matryce powielaczowe oraz płyty offsetowe wykonane z papieru",6
1983,17.23.11.0,"Kalka maszynowa, papier samokopiujący oraz pozostałe papiery do kopiowania i papiery przedrukowe; matryce powielaczowe oraz płyty offsetowe wykonane z papieru",7
1984,17.23.12,"Koperty, papeterie, karty pocztowe i karty korespondencyjne, z papieru lub tektury; pudełka, torby, portfele i podobne opakowania z papieru lub tektury zawierające zestawy materiałów piśmiennych",6
1985,17.23.12.0,"Koperty, papeterie, karty pocztowe i karty korespondencyjne, z papieru lub tektury; pudełka, torby, portfele i podobne opakowania z papieru lub tektury zawierające zestawy materiałów piśmiennych",7
1986,17.23.13,"Rejestry, księgi rachunkowe, skoroszyty, zeszyty, formularze i pozostałe artykuły piśmienne, z papieru lub tektury",6
1987,17.23.13.0,"Rejestry, księgi rachunkowe, skoroszyty, zeszyty, formularze i pozostałe artykuły piśmienne, z papieru lub tektury",7
1988,17.23.14,"Pozostałe papier i tektura w rodzaju stosowanych do pisania, druku lub innych celów graficznych, z nadrukiem, wytłaczane lub perforowane",6
1989,17.23.14.0,"Pozostałe papier i tektura w rodzaju stosowanych do pisania, druku lub innych celów graficznych, z nadrukiem, wytłaczane lub perforowane",7
1990,17.23.9,"Usługi podwykonawców związane z produkcją artykułów piśmiennych",5
1991,17.23.99,"Usługi podwykonawców związane z produkcją artykułów piśmiennych",6
1992,17.23.99.0,"Usługi podwykonawców związane z produkcją artykułów piśmiennych",7
1993,17.24,TAPETY,4
1994,17.24.1,TAPETY,5
1995,17.24.11,"Tapety papierowe i podobne pokrycia ścienne; przezroczyste papierowe materiały okienne",6
1996,17.24.11.0,"Tapety papierowe i podobne pokrycia ścienne; przezroczyste papierowe materiały okienne",7
1997,17.24.12,"Pokrycia ścienne tekstylne",6
1998,17.24.12.0,"Pokrycia ścienne tekstylne",7
1999,17.24.9,"Usługi podwykonawców związane z produkcją tapet",5
2000,17.24.99,"Usługi podwykonawców związane z produkcją tapet",6
2001,17.24.99.0,"Usługi podwykonawców związane z produkcją tapet",7
2002,17.29,"POZOSTAŁE WYROBY Z PAPIERU I TEKTURY",4
2003,17.29.1,"POZOSTAŁE WYROBY Z PAPIERU I TEKTURY",5
2004,17.29.11,"Etykiety z papieru i tektury",6
2005,17.29.11.0,"Etykiety z papieru i tektury",7
2006,17.29.12,"Bloki, płyty i płytki filtracyjne z masy papierniczej",6
2007,17.29.12.0,"Bloki, płyty i płytki filtracyjne z masy papierniczej",7
2008,17.29.19,"Papier do wyrobu papierosów; szpule, cewki, cewki przędzalnicze i podobne nośniki z masy papierniczej; papier i tektura filtracyjne; pozostałe artykuły z papieru i tektury, gdzie indziej niesklasyfikowane",6
2009,17.29.19.0,"Papier do wyrobu papierosów; szpule, cewki, cewki przędzalnicze i podobne nośniki z masy papierniczej; papier i tektura filtracyjne; pozostałe artykuły z papieru i tektury, gdzie indziej niesklasyfikowane",7
2010,17.29.9,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z PRODUKCJĄ POZOSTAŁYCH WYROBÓW Z PAPIERU I TEKTURY",5
2011,17.29.99,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z PRODUKCJĄ POZOSTAŁYCH WYROBÓW Z PAPIERU I TEKTURY",6
2012,17.29.99.0,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z PRODUKCJĄ POZOSTAŁYCH WYROBÓW Z PAPIERU I TEKTURY",7
2013,18,"USŁUGI POLIGRAFICZNE I USŁUGI REPRODUKCJI ZAPISANYCH NOŚNIKÓW INFORMACJI",2
2014,18.1,"USŁUGI POLIGRAFICZNE I USŁUGI POKREWNE ZWIĄZANE Z DRUKOWANIEM",3
2015,18.11,"USŁUGI DRUKOWANIA GAZET",4
2016,18.11.1,"USŁUGI DRUKOWANIA GAZET",5
2017,18.11.10,"USŁUGI DRUKOWANIA GAZET",6
2018,18.11.10.0,"USŁUGI DRUKOWANIA GAZET",7
2019,18.12,"POZOSTAŁE USŁUGI POLIGRAFICZNE",4
2020,18.12.1,"POZOSTAŁE USŁUGI POLIGRAFICZNE",5
2021,18.12.11,"Usługi drukowania znaczków pocztowych, znaczków skarbowych, druków manipulacyjnych, kart magnetycznych, czeków i innych papierów wartościowych itp.",6
2022,18.12.11.0,"Usługi drukowania znaczków pocztowych, znaczków skarbowych, druków manipulacyjnych, kart magnetycznych, czeków i innych papierów wartościowych itp.",7
2023,18.12.12,"Usługi drukowania katalogów reklamowych, prospektów, plakatów i innych drukowanych materiałów reklamowych",6
2024,18.12.12.0,"Usługi drukowania katalogów reklamowych, prospektów, plakatów i innych drukowanych materiałów reklamowych",7
2025,18.12.13,"Usługi drukowania gazet i czasopism wydawanych rzadziej niż cztery razy w tygodniu",6
2026,18.12.13.0,"Usługi drukowania gazet i czasopism wydawanych rzadziej niż cztery razy w tygodniu",7
2027,18.12.14,"Usługi drukowania książek, różnego rodzaju map, obrazków, rysunków i fotografii, kart pocztowych",6
2028,18.12.14.0,"Usługi drukowania książek, różnego rodzaju map, obrazków, rysunków i fotografii, kart pocztowych",7
2029,18.12.15,"Usługi drukowania etykiet i metek",6
2030,18.12.15.0,"Usługi drukowania etykiet i metek",7
2031,18.12.16,"Usługi drukowania bezpośrednio na materiałach innych niż papier",6
2032,18.12.16.0,"Usługi drukowania bezpośrednio na materiałach innych niż papier",7
2033,18.12.19,"Pozostałe usługi drukowania, gdzie indziej niesklasyfikowane",6
2034,18.12.19.0,"Pozostałe usługi drukowania, gdzie indziej niesklasyfikowane",7
2035,18.13,"USŁUGI ZWIĄZANE Z PRZYGOTOWANIEM DO DRUKU I WSPOMAGAJĄCE DRUKOWANIE; WYROBY W RODZAJU STOSOWANYCH DO DRUKOWANIA",4
2036,18.13.1,"USŁUGI ZWIĄZANE Z PRZYGOTOWANIEM DO DRUKU",5
2037,18.13.10,"USŁUGI ZWIĄZANE Z PRZYGOTOWANIEM DO DRUKU",6
2038,18.13.10.0,"USŁUGI ZWIĄZANE Z PRZYGOTOWANIEM DO DRUKU",7
2039,18.13.2,"KLISZE, PŁYTY LUB CYLINDRY DRUKARSKIE I POZOSTAŁE WYROBY W RODZAJU STOSOWANYCH DO DRUKOWANIA",5
2040,18.13.20,"KLISZE, PŁYTY LUB CYLINDRY DRUKARSKIE I POZOSTAŁE WYROBY W RODZAJU STOSOWANYCH DO DRUKOWANIA",6
2041,18.13.20.0,"KLISZE, PŁYTY LUB CYLINDRY DRUKARSKIE I POZOSTAŁE WYROBY W RODZAJU STOSOWANYCH DO DRUKOWANIA",7
2042,18.13.3,"Usługi wspomagające drukowanie",5
2043,18.13.30,"Usługi wspomagające drukowanie",6
2044,18.13.30.0,"Usługi wspomagające drukowanie",7
2045,18.14,"USŁUGI INTROLIGATORSKIE I PODOBNE USŁUGI",4
2046,18.14.1,"USŁUGI INTROLIGATORSKIE I PODOBNE USŁUGI",5
2047,18.14.10,"USŁUGI INTROLIGATORSKIE I PODOBNE USŁUGI",6
2048,18.14.10.0,"USŁUGI INTROLIGATORSKIE I PODOBNE USŁUGI",7
2049,18.2,"USŁUGI REPRODUKCJI ZAPISANYCH NOŚNIKÓW INFORMACJI",3
2050,18.20,"USŁUGI REPRODUKCJI ZAPISANYCH NOŚNIKÓW INFORMACJI",4
2051,18.20.1,"USŁUGI REPRODUKCJI NAGRAŃ DŹWIĘKOWYCH",5
2052,18.20.10,"USŁUGI REPRODUKCJI NAGRAŃ DŹWIĘKOWYCH",6
2053,18.20.10.0,"USŁUGI REPRODUKCJI NAGRAŃ DŹWIĘKOWYCH",7
2054,18.20.2,"USŁUGI REPRODUKCJI NAGRAŃ WIDEO",5
2055,18.20.20,"USŁUGI REPRODUKCJI NAGRAŃ WIDEO",6
2056,18.20.20.0,"USŁUGI REPRODUKCJI NAGRAŃ WIDEO",7
2057,18.20.3,"USŁUGI REPRODUKCJI KOMPUTEROWYCH NOŚNIKÓW INFORMACJI",5
2058,18.20.30,"USŁUGI REPRODUKCJI KOMPUTEROWYCH NOŚNIKÓW INFORMACJI",6
2059,18.20.30.0,"USŁUGI REPRODUKCJI KOMPUTEROWYCH NOŚNIKÓW INFORMACJI",7
2060,19,"KOKS, BRYKIETY I PODOBNE PALIWA STAŁE Z WĘGLA I TORFU ORAZ PRODUKTY RAFINACJI ROPY NAFTOWEJ",2
2061,19.1,"PRODUKTY PIECÓW KOKSOWNICZYCH",3
2062,19.10,"PRODUKTY PIECÓW KOKSOWNICZYCH",4
2063,19.10.1,"KOKS I PÓŁKOKS Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; WĘGIEL RETORTOWY",5
2064,19.10.10,"KOKS I PÓŁKOKS Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; WĘGIEL RETORTOWY",6
2065,19.10.10.0,"KOKS I PÓŁKOKS Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; WĘGIEL RETORTOWY",7
2066,19.10.2,"SMOŁA DESTYLOWANA Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; POZOSTAŁE SMOŁY MINERALNE",5
2067,19.10.20,"SMOŁA DESTYLOWANA Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; POZOSTAŁE SMOŁY MINERALNE",6
2068,19.10.20.0,"SMOŁA DESTYLOWANA Z WĘGLA KAMIENNEGO I BRUNATNEGO (LIGNITU) LUB TORFU; POZOSTAŁE SMOŁY MINERALNE",7
2069,19.10.3,"PAK I KOKS PAKOWY",5
2070,19.10.30,"PAK I KOKS PAKOWY",6
2071,19.10.30.0,"PAK I KOKS PAKOWY",7
2072,19.10.9,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z WYTWARZANIEM PRODUKTÓW PIECÓW KOKSOWNICZYCH",5
2073,19.10.99,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z WYTWARZANIEM PRODUKTÓW PIECÓW KOKSOWNICZYCH",6
2074,19.10.99.0,"USŁUGI PODWYKONAWCÓW ZWIĄZANE Z WYTWARZANIEM PRODUKTÓW PIECÓW KOKSOWNICZYCH",7
2075,19.2,"BRYKIETY, BRYKIETKI I PODOBNE PALIWA STAŁE WYTWARZANE Z WĘGLA I TORFU ORAZ PRODUKTY RAFINACJI ROPY NAFTOWEJ",3
2076,19.20,"BRYKIETY, BRYKIETKI I PODOBNE PALIWA STAŁE WYTWARZANE Z WĘGLA I TORFU ORAZ PRODUKTY RAFINACJI ROPY NAFTOWEJ",4
2077,19.20.1,"BRYKIETY, BRYKIETKI I PODOBNE PALIWA STAŁE, WYTWARZANE Z WĘGLA I TORFU",5
2078,19.20.11,"Brykiety, brykietki i podobne paliwa stałe, z węgla kamiennego",6
2079,19.20.11.0,"Brykiety, brykietki i podobne paliwa stałe, z węgla kamiennego",7
2080,19.20.12,"Brykiety, brykietki i podobne paliwa stałe z węgla brunatnego (lignitu)",6
2081,19.20.12.0,"Brykiety, brykietki i podobne paliwa stałe z węgla brunatnego (lignitu)",7
2082,19.20.13,"Brykiety, brykietki i podobne paliwa stałe z torfu",6
2083,19.20.13.0,"Brykiety, brykietki i podobne paliwa stałe z torfu",7
2084,19.20.2,"PALIWO SILNIKOWE, OLEJE OPAŁOWE I NAPĘDOWE; OLEJE SMAROWE",5
2085,19.20.21,"Benzyna silnikowa (gazolina)",6
2086,19.20.21.0,"Benzyna silnikowa (gazolina)",7
2087,19.20.22,"Benzyna lotnicza",6
2088,19.20.22.0,"Benzyna lotnicza",7
2089,19.20.23,"Benzyna lakiernicza",6
2090,19.20.23.0,"Benzyna lakiernicza",7
2091,19.20.24,"Paliwo typu benzyny i nafty do silników odrzutowych",6
2092,19.20.24.0,"Paliwo typu benzyny i nafty do silników odrzutowych",7
2093,19.20.25,"Oleje lekkie otrzymane z przerobu ropy naftowej; preparaty z lekkich frakcji, gdzie indziej niesklasyfikowane",6
2094,19.20.25.0,"Oleje lekkie otrzymane z przerobu ropy naftowej; preparaty z lekkich frakcji, gdzie indziej niesklasyfikowane",7
2095,19.20.26,"Oleje napędowe",6
2096,19.20.26.0,"Oleje napędowe",7
2097,19.20.27,"Oleje średnie otrzymane z przerobu ropy naftowej; preparaty ze średniej frakcji, gdzie indziej niesklasyfikowane",6
2098,19.20.27.0,"Oleje średnie otrzymane z przerobu ropy naftowej; preparaty ze średniej frakcji, gdzie indziej niesklasyfikowane",7
2099,19.20.28,"Oleje opałowe, gdzie indziej niesklasyfikowane",6
2100,19.20.28.0,"Oleje opałowe, gdzie indziej niesklasyfikowane",7
2101,19.20.29,"Oleje smarowe otrzymane z ropy naftowej; preparaty z ciężkich frakcji, gdzie indziej niesklasyfikowane",6
2102,19.20.29.0,"Oleje smarowe otrzymane z ropy naftowej; preparaty z ciężkich frakcji, gdzie indziej niesklasyfikowane",7
2103,19.20.3,"GAZY I POZOSTAŁE WĘGLOWODORY GAZOWE, Z WYŁĄCZENIEM GAZU ZIEMNEGO",5
2104,19.20.31,"Propan i butan skroplone",6
2105,19.20.31.0,"Propan i butan skroplone",7
2106,19.20.32,"Etylen, propylen, butylen i butadien",6
2107,19.20.32.0,"Etylen, propylen, butylen i butadien",7
2108,19.20.39,"Pozostałe gazy pochodzenia naftowego i węglowodory gazowe, z wyłączeniem gazu ziemnego",6
2109,19.20.39.0,"Pozostałe gazy pochodzenia naftowego i węglowodory gazowe, z wyłączeniem gazu ziemnego",7
2110,19.20.4,"POZOSTAŁE PRODUKTY NAFTOWE",5
2111,19.20.41,"Wazelina; parafina; woski pochodzenia naftowego i pozostałe woski",6
