ID_kod,kod_pkwiu,Nazwa,numer_poziomu
7899,77.12.1,"WYNAJEM I DZIERŻAWA POZOSTAŁYCH POJAZDÓW SAMOCHODOWYCH (Z WYŁĄCZENIEM MOTOCYKLI), BEZ KIEROWCY",5
7900,77.12.11,"Wynajem i dzierżawa samochodów ciężarowych, bez kierowcy",6
7901,77.12.11.0,"Wynajem i dzierżawa samochodów ciężarowych, bez kierowcy",7
7902,77.12.19,"Wynajem i dzierżawa pozostałego sprzętu służącego do transportu lądowego, bez kierowcy",6
7903,77.12.19.0,"Wynajem i dzierżawa pozostałego sprzętu służącego do transportu lądowego, bez kierowcy",7
7904,77.2,"WYPOŻYCZANIE I DZIERŻAWA ARTYKUŁÓW UŻYTKU OSOBISTEGO I DOMOWEGO",3
7905,77.21,"Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego",4
7906,77.21.1,"Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego",5
7907,77.21.10,"Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego",6
7908,77.21.10.0,"Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego",7
7909,77.22,"WYPOŻYCZANIE KASET WIDEO I PŁYT CD, DVD ITP.",4
7910,77.22.1,"WYPOŻYCZANIE KASET WIDEO I PŁYT CD, DVD ITP.",5
7911,77.22.10,"WYPOŻYCZANIE KASET WIDEO I PŁYT CD, DVD ITP.",6
7912,77.22.10.0,"WYPOŻYCZANIE KASET WIDEO I PŁYT CD, DVD ITP.",7
7913,77.29,"WYPOŻYCZANIE I DZIERŻAWA POZOSTAŁYCH ARTYKUŁÓW UŻYTKU OSOBISTEGO I DOMOWEGO",4
7914,77.29.1,"WYPOŻYCZANIE I DZIERŻAWA POZOSTAŁYCH ARTYKUŁÓW UŻYTKU OSOBISTEGO I DOMOWEGO",5
7915,77.29.11,"Wypożyczanie i dzierżawa telewizorów, odbiorników radiowych, odtwarzaczy wideo oraz związanego z nimi wyposażenia i akcesoriów",6
7916,77.29.11.0,"Wypożyczanie i dzierżawa telewizorów, odbiorników radiowych, odtwarzaczy wideo oraz związanego z nimi wyposażenia i akcesoriów",7
7917,77.29.12,"Wypożyczanie i dzierżawa mebli i pozostałych artykułów gospodarstwa domowego",6
7918,77.29.12.0,"Wypożyczanie i dzierżawa mebli i pozostałych artykułów gospodarstwa domowego",7
7919,77.29.13,"Wypożyczanie i dzierżawa instrumentów muzycznych",6
7920,77.29.13.0,"Wypożyczanie i dzierżawa instrumentów muzycznych",7
7921,77.29.14,"Wypożyczanie pościeli, obrusów, serwet",6
7922,77.29.14.0,"Wypożyczanie pościeli, obrusów, serwet",7
7923,77.29.15,"Wypożyczanie i dzierżawa wyrobów tekstylnych, odzieży i obuwia",6
7924,77.29.15.0,"Wypożyczanie i dzierżawa wyrobów tekstylnych, odzieży i obuwia",7
7925,77.29.16,"Wypożyczanie i dzierżawa maszyn i sprzętu do majsterkowania",6
7926,77.29.16.0,"Wypożyczanie i dzierżawa maszyn i sprzętu do majsterkowania",7
7927,77.29.19,"Wypożyczanie i dzierżawa pozostałych artykułów użytku osobistego i domowego, gdzie indziej niesklasyfikowanych",6
7928,77.29.19.0,"Wypożyczanie i dzierżawa pozostałych artykułów użytku osobistego i domowego, gdzie indziej niesklasyfikowanych",7
7929,77.3,"WYNAJEM I DZIERŻAWA POZOSTAŁYCH MASZYN, URZĄDZEŃ ORAZ DÓBR MATERIALNYCH",3
7930,77.31,"Wynajem i dzierżawa maszyn i urządzeń rolniczych, bez obsługi",4
7931,77.31.1,"Wynajem i dzierżawa maszyn i urządzeń rolniczych, bez obsługi",5
7932,77.31.10,"Wynajem i dzierżawa maszyn i urządzeń rolniczych, bez obsługi",6
7933,77.31.10.0,"Wynajem i dzierżawa maszyn i urządzeń rolniczych, bez obsługi",7
7934,77.32,"Wynajem i dzierżawa maszyn i urządzeń budowlanych oraz inżynierii lądowej i wodnej, bez obsługi",4
7935,77.32.1,"Wynajem i dzierżawa maszyn i urządzeń budowlanych oraz inżynierii lądowej i wodnej, bez obsługi",5
7936,77.32.10,"Wynajem i dzierżawa maszyn i urządzeń budowlanych oraz inżynierii lądowej i wodnej, bez obsługi",6
7937,77.32.10.0,"Wynajem i dzierżawa maszyn i urządzeń budowlanych oraz inżynierii lądowej i wodnej, bez obsługi",7
7938,77.33,"WYNAJEM I DZIERŻAWA MASZYN I URZĄDZEŃ BIUROWYCH (WŁĄCZAJĄC KOMPUTERY), BEZ OBSŁUGI",4
7939,77.33.1,"WYNAJEM I DZIERŻAWA MASZYN I URZĄDZEŃ BIUROWYCH (WŁĄCZAJĄC KOMPUTERY), BEZ OBSŁUGI",5
7940,77.33.11,"Wynajem i dzierżawa maszyn i urządzeń biurowych (z wyłączeniem komputerów), bez obsługi",6
7941,77.33.11.0,"Wynajem i dzierżawa maszyn i urządzeń biurowych (z wyłączeniem komputerów), bez obsługi",7
7942,77.33.12,"Wynajem i dzierżawa komputerów",6
7943,77.33.12.0,"Wynajem i dzierżawa komputerów",7
7944,77.34,"Wynajem i dzierżawa środków transportu wodnego, bez załogi",4
7945,77.34.1,"Wynajem i dzierżawa środków transportu wodnego, bez załogi",5
7946,77.34.10,"Wynajem i dzierżawa środków transportu wodnego, bez załogi",6
7947,77.34.10.0,"Wynajem i dzierżawa środków transportu wodnego, bez załogi",7
7948,77.35,"Wynajem i dzierżawa środków transportu lotniczego, bez załogi",4
7949,77.35.1,"Wynajem i dzierżawa środków transportu lotniczego, bez załogi",5
7950,77.35.10,"Wynajem i dzierżawa środków transportu lotniczego, bez załogi",6
7951,77.35.10.0,"Wynajem i dzierżawa środków transportu lotniczego, bez załogi",7
7952,77.39,"Wynajem i dzierżawa pozostałych maszyn i urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowanych, bez obsługi",4
7953,77.39.1,"Wynajem i dzierżawa pozostałych maszyn i urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowanych, bez obsługi",5
7954,77.39.11,"Wynajem i dzierżawa pojazdów szynowych, bez obsługi",6
7955,77.39.11.0,"Wynajem i dzierżawa pojazdów szynowych, bez obsługi",7
7956,77.39.12,"Wynajem i dzierżawa kontenerów",6
7957,77.39.12.0,"Wynajem i dzierżawa kontenerów",7
7958,77.39.13,"Wynajem i dzierżawa motocykli, przyczep kempingowych i samochodów z częścią mieszkalną, bez kierowcy",6
7959,77.39.13.0,"Wynajem i dzierżawa motocykli, przyczep kempingowych i samochodów z częścią mieszkalną, bez kierowcy",7
7960,77.39.14,"Wynajem i dzierżawa sprzętu telekomunikacyjnego bez operatora",6
7961,77.39.14.0,"Wynajem i dzierżawa sprzętu telekomunikacyjnego bez operatora",7
7962,77.39.19,"Wynajem i dzierżawa pozostałych maszyn i urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowanych, bez obsługi",6
7963,77.39.19.0,"Wynajem i dzierżawa pozostałych maszyn i urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowanych, bez obsługi",7
7964,77.4,"DZIERŻAWA WŁASNOŚCI INTELEKTUALNEJ I PODOBNYCH PRODUKTÓW, Z WYŁĄCZENIEM PRAC CHRONIONYCH PRAWEM AUTORSKIM",3
7965,77.40,"DZIERŻAWA WŁASNOŚCI INTELEKTUALNEJ I PODOBNYCH PRODUKTÓW, Z WYŁĄCZENIEM PRAC CHRONIONYCH PRAWEM AUTORSKIM",4
7966,77.40.1,"DZIERŻAWA WŁASNOŚCI INTELEKTUALNEJ I PODOBNYCH PRODUKTÓW, Z WYŁĄCZENIEM PRAC CHRONIONYCH PRAWEM AUTORSKIM",5
7967,77.40.11,"Dzierżawa praw do korzystania z efektów prac badawczo-rozwojowych",6
7968,77.40.11.0,"Dzierżawa praw do korzystania z efektów prac badawczo-rozwojowych",7
7969,77.40.12,"Dzierżawa praw do korzystania ze znaków towarowych i franczyzy",6
7970,77.40.12.0,"Dzierżawa praw do korzystania ze znaków towarowych i franczyzy",7
7971,77.40.13,"Dzierżawa praw do badania i oceny minerałów",6
7972,77.40.13.0,"Dzierżawa praw do badania i oceny minerałów",7
7973,77.40.14,"Znaki towarowe i franczyza",6
7974,77.40.14.0,"Znaki towarowe i franczyza",7
7975,77.40.19,"Dzierżawa praw do korzystania z pozostałej własności intelektualnej i podobnych produktów, z wyłączeniem prac chronionych prawem autorskim",6
7976,77.40.19.0,"Dzierżawa praw do korzystania z pozostałej własności intelektualnej i podobnych produktów, z wyłączeniem prac chronionych prawem autorskim",7
7977,78,"USŁUGI ZWIĄZANE Z ZATRUDNIENIEM",2
7978,78.1,"USŁUGI ZWIĄZANE Z WYSZUKIWANIEM MIEJSC PRACY I POZYSKIWANIEM PRACOWNIKÓW",3
7979,78.10,"USŁUGI ZWIĄZANE Z WYSZUKIWANIEM MIEJSC PRACY I POZYSKIWANIEM PRACOWNIKÓW",4
7980,78.10.1,"USŁUGI ZWIĄZANE Z WYSZUKIWANIEM MIEJSC PRACY I POZYSKIWANIEM PRACOWNIKÓW",5
7981,78.10.11,"Usługi wyszukiwania pracowników wyższego szczebla",6
7982,78.10.11.0,"Usługi wyszukiwania pracowników wyższego szczebla",7
7983,78.10.12,"Usługi wyszukiwania osób do pracy stałej, z wyłączeniem wyszukiwania pracowników wyższego szczebla",6
7984,78.10.12.0,"Usługi wyszukiwania osób do pracy stałej, z wyłączeniem wyszukiwania pracowników wyższego szczebla",7
7985,78.2,"USŁUGI ŚWIADCZONE PRZEZ AGENCJE PRACY TYMCZASOWEJ",3
7986,78.20,"USŁUGI ŚWIADCZONE PRZEZ AGENCJE PRACY TYMCZASOWEJ",4
7987,78.20.1,"USŁUGI ŚWIADCZONE PRZEZ AGENCJE PRACY TYMCZASOWEJ",5
7988,78.20.11,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania operatorów komputerowych i pracowników telekomunikacyjnych",6
7989,78.20.11.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania operatorów komputerowych i pracowników telekomunikacyjnych",7
7990,78.20.12,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pozostałego biurowego personelu pomocniczego",6
7991,78.20.12.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pozostałego biurowego personelu pomocniczego",7
7992,78.20.13,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników handlowych",6
7993,78.20.13.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników handlowych",7
7994,78.20.14,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników przemysłowych do prac związanych z transportem, magazynowaniem lub logistyką",6
7995,78.20.14.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników przemysłowych do prac związanych z transportem, magazynowaniem lub logistyką",7
7996,78.20.15,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników do pracy w hotelarstwie i gastronomii",6
7997,78.20.15.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pracowników do pracy w hotelarstwie i gastronomii",7
7998,78.20.16,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania personelu medycznego",6
7999,78.20.16.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania personelu medycznego",7
8000,78.20.19,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pozostałego personelu",6
8001,78.20.19.0,"Usługi świadczone przez agencje pracy tymczasowej w zakresie dostarczania pozostałego personelu",7
8002,78.3,"POZOSTAŁE USŁUGI ZWIĄZANE Z UDOSTĘPNIANIEM PRACOWNIKÓW",3
8003,78.30,"POZOSTAŁE USŁUGI ZWIĄZANE Z UDOSTĘPNIANIEM PRACOWNIKÓW",4
8004,78.30.1,"POZOSTAŁE USŁUGI ZWIĄZANE Z UDOSTĘPNIANIEM PRACOWNIKÓW",5
8005,78.30.11,"Pozostałe usługi związane z udostępnianiem operatorów komputerowych i pracowników telekomunikacyjnych",6
8006,78.30.11.0,"Pozostałe usługi związane z udostępnianiem operatorów komputerowych i pracowników telekomunikacyjnych",7
8007,78.30.12,"Pozostałe usługi związane z udostępnianiem pozostałego biurowego personelu pomocniczego",6
8008,78.30.12.0,"Pozostałe usługi związane z udostępnianiem pozostałego biurowego personelu pomocniczego",7
8009,78.30.13,"Pozostałe usługi związane z udostępnianiem pracowników handlowych",6
8010,78.30.13.0,"Pozostałe usługi związane z udostępnianiem pracowników handlowych",7
8011,78.30.14,"Pozostałe usługi związane z udostępnianiem pracowników przemysłowych do prac związanych z transportem, magazynowaniem lub logistyką",6
8012,78.30.14.0,"Pozostałe usługi związane z udostępnianiem pracowników przemysłowych do prac związanych z transportem, magazynowaniem lub logistyką",7
8013,78.30.15,"Pozostałe usługi związane z udostępnianiem pracowników do pracy w hotelarstwie i gastronomii",6
8014,78.30.15.0,"Pozostałe usługi związane z udostępnianiem pracowników do pracy w hotelarstwie i gastronomii",7
8015,78.30.16,"Pozostałe usługi związane z udostępnianiem personelu medycznego",6
8016,78.30.16.0,"Pozostałe usługi związane z udostępnianiem personelu medycznego",7
8017,78.30.19,"Pozostałe usługi związane z udostępnianiem pozostałego personelu, gdzie indziej niesklasyfikowanego",6
8018,78.30.19.0,"Pozostałe usługi związane z udostępnianiem pozostałego personelu, gdzie indziej niesklasyfikowanego",7
8019,79,"USŁUGI ŚWIADCZONE PRZEZ ORGANIZATORÓW TURYSTYKI, POŚREDNIKÓW I AGENTÓW TURYSTYCZNYCH ORAZ POZOSTAŁE USŁUGI REZERWACJI I USŁUGI Z NIĄ ZWIĄZANE",2
8020,79.1,"USŁUGI ŚWIADCZONE PRZEZ AGENTÓW I POŚREDNIKÓW TURYSTYCZNYCH ORAZ ORGANIZATORÓW TURYSTYKI",3
8021,79.11,"USŁUGI ŚWIADCZONE PRZEZ AGENTÓW I POŚREDNIKÓW TURYSTYCZNYCH",4
8022,79.11.1,"USŁUGI REZERWACJI BILETÓW NA RÓŻNE ŚRODKI TRANSPORTU, ŚWIADCZONE PRZEZ AGENTÓW I POŚREDNIKÓW TURYSTYCZNYCH",5
8023,79.11.11,"Usługi rezerwacji biletów lotniczych",6
8024,79.11.11.0,"Usługi rezerwacji biletów lotniczych",7
8025,79.11.12,"Usługi rezerwacji biletów kolejowych",6
8026,79.11.12.0,"Usługi rezerwacji biletów kolejowych",7
8027,79.11.13,"Usługi rezerwacji biletów autobusowych",6
8028,79.11.13.0,"Usługi rezerwacji biletów autobusowych",7
8029,79.11.14,"Usługi rezerwacji związane z wynajmem samochodów",6
8030,79.11.14.0,"Usługi rezerwacji związane z wynajmem samochodów",7
8031,79.11.19,"Usługi rezerwacji biletów na pozostałe środki transportu, świadczone przez agentów i pośredników turystycznych",6
8032,79.11.19.0,"Usługi rezerwacji biletów na pozostałe środki transportu, świadczone przez agentów i pośredników turystycznych",7
8033,79.11.2,"USŁUGI REZERWACJI ZAKWATEROWANIA, REJSÓW WYCIECZKOWYCH I WYCIECZEK ZORGANIZOWANYCH ŚWIADCZONE PRZEZ AGENTÓW I POŚREDNIKÓW TURYSTYCZNYCH",5
8034,79.11.21,"Usługi rezerwacji zakwaterowania",6
8035,79.11.21.0,"Usługi rezerwacji zakwaterowania",7
8036,79.11.22,"Usługi rezerwacji rejsów wycieczkowych",6
8037,79.11.22.0,"Usługi rezerwacji rejsów wycieczkowych",7
8038,79.11.23,"Usługi rezerwacji wycieczek zorganizowanych",6
8039,79.11.23.0,"Usługi rezerwacji wycieczek zorganizowanych",7
8040,79.12,"USŁUGI ŚWIADCZONE PRZEZ ORGANIZATORÓW TURYSTYKI",4
8041,79.12.1,"USŁUGI ŚWIADCZONE PRZEZ ORGANIZATORÓW TURYSTYKI",5
8042,79.12.11,"Usługi organizowania imprez turystycznych",6
8043,79.12.11.0,"Usługi organizowania imprez turystycznych",7
8044,79.12.12,"Pozostałe usługi świadczone przez organizatorów turystyki",6
8045,79.12.12.0,"Pozostałe usługi świadczone przez organizatorów turystyki",7
8046,79.9,"USŁUGI W ZAKRESIE POZOSTAŁYCH REZERWACJI I USŁUGI POWIĄZANE",3
8047,79.90,"USŁUGI W ZAKRESIE POZOSTAŁYCH REZERWACJI I USŁUGI POWIĄZANE",4
8048,79.90.1,"USŁUGI ZWIĄZANE Z PROMOWANIEM TURYSTYKI I INFORMACJĄ TURYSTYCZNĄ",5
8049,79.90.11,"Usługi związane z promowaniem turystyki",6
8050,79.90.11.0,"Usługi związane z promowaniem turystyki",7
8051,79.90.12,"Usługi w zakresie informacji turystycznej",6
8052,79.90.12.0,"Usługi w zakresie informacji turystycznej",7
8053,79.90.2,"USŁUGI PILOTÓW WYCIECZEK I PRZEWODNIKÓW TURYSTYCZNYCH",5
8054,79.90.20,"USŁUGI PILOTÓW WYCIECZEK I PRZEWODNIKÓW TURYSTYCZNYCH",6
8055,79.90.20.0,"USŁUGI PILOTÓW WYCIECZEK I PRZEWODNIKÓW TURYSTYCZNYCH",7
8056,79.90.3,"USŁUGI W ZAKRESIE POZOSTAŁYCH REZERWACJI, GDZIE INDZIEJ NIESKLASYFIKOWANE",5
8057,79.90.31,"Usługi rezerwacji nieruchomości będących we współwłasności",6
8058,79.90.31.0,"Usługi rezerwacji nieruchomości będących we współwłasności",7
8059,79.90.32,"Usługi rezerwacji centrów konferencyjnych, hal wystawienniczych",6
8060,79.90.32.0,"Usługi rezerwacji centrów konferencyjnych, hal wystawienniczych",7
8061,79.90.39,"Usługi rezerwacji biletów wstępu na imprezy rekreacyjne, rozrywkowe i sportowe oraz usługi w zakresie pozostałych rezerwacji, gdzie indziej niesklasyfikowanych",6
8062,79.90.39.0,"Usługi rezerwacji biletów wstępu na imprezy rekreacyjne, rozrywkowe i sportowe oraz usługi w zakresie pozostałych rezerwacji, gdzie indziej niesklasyfikowanych",7
8063,80,"USŁUGI DETEKTYWISTYCZNE I OCHRONIARSKIE",2
8064,80.1,"USŁUGI OCHRONIARSKIE, Z WYŁĄCZENIEM OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",3
8065,80.10,"USŁUGI OCHRONIARSKIE, Z WYŁĄCZENIEM OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",4
8066,80.10.1,"USŁUGI OCHRONIARSKIE, Z WYŁĄCZENIEM OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",5
8067,80.10.11,"Usługi ochroniarskie związane z transportem pojazdami opancerzonymi",6
8068,80.10.11.0,"Usługi ochroniarskie związane z transportem pojazdami opancerzonymi",7
8069,80.10.12,"Usługi strażników",6
8070,80.10.12.0,"Usługi strażników",7
8071,80.10.19,"Pozostałe usługi ochroniarskie",6
8072,80.10.19.0,"Pozostałe usługi ochroniarskie",7
8073,80.2,"USŁUGI OCHRONIARSKIE W ZAKRESIE OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",3
8074,80.20,"USŁUGI OCHRONIARSKIE W ZAKRESIE OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",4
8075,80.20.1,"USŁUGI OCHRONIARSKIE W ZAKRESIE OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",5
8076,80.20.10,"USŁUGI OCHRONIARSKIE W ZAKRESIE OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",6
8077,80.20.10.0,"USŁUGI OCHRONIARSKIE W ZAKRESIE OBSŁUGI SYSTEMÓW BEZPIECZEŃSTWA",7
8078,80.3,"USŁUGI DETEKTYWISTYCZNE",3
8079,80.30,"USŁUGI DETEKTYWISTYCZNE",4
8080,80.30.1,"USŁUGI DETEKTYWISTYCZNE",5
8081,80.30.10,"USŁUGI DETEKTYWISTYCZNE",6
8082,80.30.10.0,"USŁUGI DETEKTYWISTYCZNE",7
8083,81,"USŁUGI ZWIĄZANE Z UTRZYMANIEM PORZĄDKU W BUDYNKACH I ZAGOSPODAROWANIEM TERENÓW ZIELENI",2
8084,81.1,"USŁUGI POMOCNICZE ZWIĄZANE Z UTRZYMANIEM PORZĄDKU",3
8085,81.10,"USŁUGI POMOCNICZE ZWIĄZANE Z UTRZYMANIEM PORZĄDKU",4
8086,81.10.1,"USŁUGI POMOCNICZE ZWIĄZANE Z UTRZYMANIEM PORZĄDKU",5
8087,81.10.10,"USŁUGI POMOCNICZE ZWIĄZANE Z UTRZYMANIEM PORZĄDKU",6
8088,81.10.10.0,"USŁUGI POMOCNICZE ZWIĄZANE Z UTRZYMANIEM PORZĄDKU",7
8089,81.2,"USŁUGI SPRZĄTANIA OBIEKTÓW",3
8090,81.21,"USŁUGI NIESPECJALISTYCZNEGO SPRZĄTANIA OBIEKTÓW",4
8091,81.21.1,"USŁUGI NIESPECJALISTYCZNEGO SPRZĄTANIA OBIEKTÓW",5
8092,81.21.11,"Usługi niespecjalistycznego sprzątania mieszkań i domów",6
8093,81.21.11.0,"Usługi niespecjalistycznego sprzątania mieszkań i domów",7
8094,81.21.12,"Usługi niespecjalistycznego sprzątania pozostałych obiektów",6
8095,81.21.12.0,"Usługi niespecjalistycznego sprzątania pozostałych obiektów",7
8096,81.22,"USŁUGI SPECJALISTYCZNEGO SPRZĄTANIA BUDYNKÓW I OBIEKTÓW PRZEMYSŁOWYCH",4
8097,81.22.1,"USŁUGI SPECJALISTYCZNEGO SPRZĄTANIA BUDYNKÓW I OBIEKTÓW PRZEMYSŁOWYCH",5
8098,81.22.11,"Usługi mycia okien",6
8099,81.22.11.0,"Usługi mycia okien",7
8100,81.22.12,"Usługi sprzątania specjalistycznego",6
8101,81.22.12.0,"Usługi sprzątania specjalistycznego",7
8102,81.22.13,"Usługi czyszczenia pieców i kominów",6
8103,81.22.13.0,"Usługi czyszczenia pieców i kominów",7
8104,81.29,"USŁUGI POZOSTAŁEGO SPRZĄTANIA I CZYSZCZENIA",4
8105,81.29.1,"USŁUGI POZOSTAŁEGO SPRZĄTANIA I CZYSZCZENIA",5
8106,81.29.11,"Usługi dezynfekcji i tępienia szkodników",6
8107,81.29.11.0,"Usługi dezynfekcji i tępienia szkodników",7
8108,81.29.12,"Usługi zamiatania śmieci i usuwania śniegu",6
8109,81.29.12.0,"Usługi zamiatania śmieci i usuwania śniegu",7
8110,81.29.13,"Pozostałe usługi sanitarne",6
8111,81.29.13.0,"Pozostałe usługi sanitarne",7
8112,81.29.19,"Usługi pozostałego sprzątania i czyszczenia, gdzie indziej niesklasyfikowane",6
8113,81.29.19.0,"Usługi pozostałego sprzątania i czyszczenia, gdzie indziej niesklasyfikowane",7
8114,81.3,"USŁUGI ZWIĄZANE Z ZAGOSPODAROWANIEM TERENÓW ZIELENI",3
8115,81.30,"USŁUGI ZWIĄZANE Z ZAGOSPODAROWANIEM TERENÓW ZIELENI",4
8116,81.30.1,"USŁUGI ZWIĄZANE Z ZAGOSPODAROWANIEM TERENÓW ZIELENI",5
8117,81.30.11,"Usługi związane z zagospodarowaniem ogrodów przydomowych",6
8118,81.30.11.0,"Usługi związane z zagospodarowaniem ogrodów przydomowych",7
8119,81.30.12,"Usługi związane z zagospodarowaniem pozostałych terenów zieleni",6
8120,81.30.12.0,"Usługi związane z zagospodarowaniem pozostałych terenów zieleni",7
8121,82,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA I POZOSTAŁE USŁUGI WSPOMAGAJĄCE PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ",2
8122,82.1,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA, WŁĄCZAJĄC USŁUGI WSPOMAGAJĄCE",3
8123,82.11,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA",4
8124,82.11.1,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA",5
8125,82.11.10,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA",6
8126,82.11.10.0,"USŁUGI ZWIĄZANE Z ADMINISTRACYJNĄ OBSŁUGĄ BIURA",7
8127,82.19,"USŁUGI WYKONYWANIA FOTOKOPII, PRZYGOTOWANIA DOKUMENTÓW I POZOSTAŁE SPECJALISTYCZNE USŁUGI WSPOMAGAJĄCE PROWADZENIE BIURA",4
8128,82.19.1,"USŁUGI WYKONYWANIA FOTOKOPII, PRZYGOTOWANIA DOKUMENTÓW I POZOSTAŁE SPECJALISTYCZNE USŁUGI WSPOMAGAJĄCE PROWADZENIE BIURA",5
8129,82.19.11,"Usługi powielania",6
8130,82.19.11.0,"Usługi powielania",7
8131,82.19.12,"Usługi sporządzania list adresowych i obsługa poczty, włączając pocztę elektroniczną",6
8132,82.19.12.0,"Usługi sporządzania list adresowych i obsługa poczty, włączając pocztę elektroniczną",7
8133,82.19.13,"Usługi przygotowania dokumentów i pozostałe specjalistyczne usługi wspomagające prowadzenie biura",6
8134,82.19.13.0,"Usługi przygotowania dokumentów i pozostałe specjalistyczne usługi wspomagające prowadzenie biura",7
8135,82.2,"Usługi centrów telefonicznych (call center)",3
8136,82.20,"Usługi centrów telefonicznych (call center)",4
8137,82.20.1,"Usługi centrów telefonicznych (call center)",5
8138,82.20.10,"Usługi centrów telefonicznych (call center)",6
8139,82.20.10.0,"Usługi centrów telefonicznych (call center)",7
8140,82.3,"USŁUGI ZWIĄZANE Z ORGANIZACJĄ KONGRESÓW, TARGÓW I WYSTAW",3
8141,82.30,"USŁUGI ZWIĄZANE Z ORGANIZACJĄ KONGRESÓW, TARGÓW I WYSTAW",4
8142,82.30.1,"USŁUGI ZWIĄZANE Z ORGANIZACJĄ KONGRESÓW, TARGÓW I WYSTAW",5
8143,82.30.11,"Usługi związane z organizacją kongresów",6
8144,82.30.11.0,"Usługi związane z organizacją kongresów",7
8145,82.30.12,"Usługi związane z organizacją targów i wystaw",6
8146,82.30.12.0,"Usługi związane z organizacją targów i wystaw",7
8147,82.9,"USŁUGI WSPOMAGAJĄCE PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ, GDZIE INDZIEJ NIESKLASYFIKOWANE",3
8148,82.91,"USŁUGI ŚWIADCZONE PRZEZ AGENCJE INKASA I BIURA KREDYTOWE",4
8149,82.91.1,"USŁUGI ŚWIADCZONE PRZEZ AGENCJE INKASA I BIURA KREDYTOWE",5
8150,82.91.11,"Usługi świadczone przez biura kredytowe",6
8151,82.91.11.0,"Usługi świadczone przez biura kredytowe",7
8152,82.91.12,"Usługi świadczone przez agencje inkasa",6
8153,82.91.12.0,"Usługi świadczone przez agencje inkasa",7
8154,82.92,"Usługi związane z pakowaniem",4
8155,82.92.1,"Usługi związane z pakowaniem",5
8156,82.92.10,"Usługi związane z pakowaniem",6
8157,82.92.10.0,"Usługi związane z pakowaniem",7
8158,82.99,"POZOSTAŁE USŁUGI WSPOMAGAJĄCE PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ, GDZIE INDZIEJ NIESKLASYFIKOWANE",4
8159,82.99.1,"POZOSTAŁE USŁUGI WSPOMAGAJĄCE PROWADZENIE DZIAŁALNOŚCI GOSPODARCZEJ, GDZIE INDZIEJ NIESKLASYFIKOWANE",5
8160,82.99.11,"Usługi sporządzania stenotypii i protokołów",6
8161,82.99.11.0,"Usługi sporządzania stenotypii i protokołów",7
8162,82.99.12,"Usługi przyjmowania telefonów",6
8163,82.99.12.0,"Usługi przyjmowania telefonów",7
8164,82.99.19,"Pozostałe różne usługi wspomagające działalność komercyjną, gdzie indziej niesklasyfikowane",6
8165,82.99.19.0,"Pozostałe różne usługi wspomagające działalność komercyjną, gdzie indziej niesklasyfikowane",7
8166,O,"USŁUGI ADMINISTRACJI PUBLICZNEJ I OBRONY NARODOWEJ; USŁUGI W ZAKRESIE OBOWIĄZKOWYCH ZABEZPIECZEŃ SPOŁECZNYCH",1
